school-code,ng,E,D,D+,C,C+,B,B+,A,A+,total,class,year
3590,0,0,0,2,4,22,23,12,3,2,68,11,2075
3591,0,0,0,0,0,3,19,9,0,0,31,11,2075
3601,0,1,2,10,12,13,2,0,0,0,40,11,2075
3602,0,1,1,4,12,5,0,0,0,0,23,11,2075
3603,0,26,0,11,33,24,7,0,0,0,101,11,2075
3604,0,26,4,34,62,59,15,9,1,0,210,11,2075
3605,0,3,0,5,28,32,17,2,0,0,87,11,2075
3606,0,3,1,5,35,14,3,0,0,0,61,11,2075
3607,0,3,1,5,11,15,4,2,0,0,41,11,2075
3608,0,1,0,0,10,3,8,1,0,0,23,11,2075
3609,0,3,2,6,17,23,18,11,2,0,82,11,2075
3610,0,5,1,6,25,21,9,3,0,0,70,11,2075
3611,0,1,0,0,12,14,4,1,0,0,32,11,2075
3612,0,4,0,3,23,16,5,0,0,0,51,11,2075
3613,0,1,0,3,14,9,0,0,0,0,27,11,2075
3614,0,5,0,10,33,48,24,2,0,0,122,11,2075
3615,0,0,0,11,16,8,0,0,0,0,35,11,2075
3616,0,2,1,21,17,7,1,0,0,0,49,11,2075
3617,0,2,0,3,13,15,4,0,0,0,37,11,2075
3618,0,2,0,5,21,15,7,0,0,0,50,11,2075
3619,0,2,0,6,33,16,4,0,0,0,61,11,2075
3620,0,16,3,11,42,36,8,1,0,0,117,11,2075
3621,0,5,0,5,20,5,0,0,0,0,35,11,2075
3622,0,6,0,8,25,15,1,0,0,0,55,11,2075
3623,0,3,0,1,5,11,1,0,0,0,21,11,2075
3624,0,0,0,0,8,9,0,0,0,0,17,11,2075
3625,0,4,0,3,17,17,7,2,0,0,50,11,2075
3626,0,0,0,8,11,5,0,0,0,0,24,11,2075
3627,0,4,0,3,10,27,11,0,0,0,55,11,2075
3628,0,3,0,1,13,21,6,1,0,0,45,11,2075
3629,0,6,1,10,10,8,0,0,0,0,35,11,2075
3630,0,0,0,0,5,6,1,0,0,0,12,11,2075
3631,0,0,0,3,5,9,1,0,0,0,18,11,2075
3632,0,2,0,1,11,14,0,0,0,0,28,11,2075
3633,0,2,0,0,5,21,19,3,0,0,50,11,2075
3634,0,2,0,7,33,11,7,1,0,0,61,11,2075
3635,0,2,4,9,12,9,0,0,0,0,36,11,2075
3636,0,0,0,0,8,22,4,1,0,0,35,11,2075
3637,0,2,0,2,14,9,1,0,0,0,28,11,2075
3638,0,0,0,1,12,26,2,1,0,0,42,11,2075
3639,0,1,0,2,10,5,3,0,0,0,21,11,2075
3640,0,1,0,0,3,6,0,0,0,0,10,11,2075
3641,0,1,0,0,10,4,1,0,0,0,16,11,2075
3642,0,0,1,0,10,18,6,2,0,0,37,11,2075
3643,0,4,4,8,18,28,20,6,0,0,88,11,2075
3644,0,0,2,9,22,8,0,0,0,0,41,11,2075
3645,0,0,0,0,1,9,6,0,0,0,16,11,2075
3646,0,2,0,7,3,2,2,0,0,0,16,11,2075
3647,0,1,0,5,16,14,5,1,1,0,43,11,2075
3648,0,0,0,0,11,24,7,3,0,0,45,11,2075
3649,0,1,0,2,11,12,0,0,0,0,26,11,2075
3650,0,0,0,0,6,11,1,0,0,0,18,11,2075
3651,0,1,0,1,4,6,0,0,0,0,12,11,2075
3652,0,0,0,0,2,2,1,0,0,0,5,11,2075
3653,0,7,0,3,6,15,7,0,0,0,38,11,2075
3654,0,1,0,0,1,5,2,0,0,0,9,11,2075
3655,0,3,0,0,10,8,0,0,0,0,21,11,2075
3656,0,1,0,0,6,7,0,0,0,0,14,11,2075
3657,0,0,0,12,7,0,0,0,0,0,19,11,2075
3658,0,2,0,19,12,2,2,0,0,0,37,11,2075
3659,0,2,0,0,8,3,0,0,0,0,13,11,2075
3660,0,1,1,1,5,0,0,0,0,0,8,11,2075
3661,0,0,3,3,4,4,0,0,0,0,14,11,2075
3701,0,1,0,1,23,13,12,0,0,0,50,11,2075
3702,0,2,0,6,12,12,1,0,0,0,33,11,2075
3703,0,3,1,7,19,12,0,0,0,0,42,11,2075
3704,0,2,0,7,37,19,3,4,0,0,72,11,2075
3705,0,7,10,31,68,40,8,3,0,0,167,11,2075
3706,0,1,0,4,22,9,2,1,0,0,39,11,2075
3707,0,3,0,1,21,21,6,2,0,0,54,11,2075
3709,0,2,0,22,25,13,3,0,0,0,65,11,2075
3710,0,1,6,5,3,0,0,1,0,0,16,11,2075
3711,0,2,1,3,3,0,3,0,0,0,12,11,2075
3712,0,0,1,2,6,3,1,0,0,0,13,11,2075
3713,0,0,0,4,22,4,3,0,0,0,33,11,2075
3714,0,2,12,11,3,0,0,0,0,0,28,11,2075
3715,0,17,2,36,130,91,21,0,0,0,297,11,2075
3716,0,19,25,77,86,41,6,1,0,0,255,11,2075
3717,0,2,0,2,19,17,2,1,0,0,43,11,2075
3718,0,1,1,4,6,2,3,0,0,0,17,11,2075
3719,0,2,0,7,23,23,5,0,0,0,60,11,2075
3720,0,1,0,0,4,3,1,0,0,0,9,11,2075
3721,0,0,0,4,9,2,2,0,0,0,17,11,2075
3722,0,1,0,1,0,2,0,0,0,0,4,11,2075
3723,0,4,0,3,16,4,0,0,0,0,27,11,2075
3724,0,0,0,0,3,10,1,1,0,0,15,11,2075
3725,0,0,0,2,5,4,2,0,0,0,13,11,2075
3726,0,1,0,0,0,8,16,4,0,0,29,11,2075
3727,0,2,0,5,9,7,16,6,0,0,45,11,2075
3728,0,1,0,0,14,6,4,0,0,0,25,11,2075
3729,0,0,6,2,8,3,1,0,0,0,20,11,2075
3730,0,0,0,3,5,3,1,0,0,0,12,11,2075
3731,0,1,1,0,4,2,1,0,0,0,9,11,2075
3732,0,2,0,1,4,4,0,0,0,0,11,11,2075
3734,0,1,0,1,3,2,0,1,0,0,8,11,2075
3735,0,2,1,3,8,3,0,0,0,0,17,11,2075
3736,0,0,0,1,7,1,0,0,0,0,9,11,2075
3737,0,2,0,4,16,20,2,0,0,0,44,11,2075
3801,0,2,0,5,24,16,6,0,0,0,53,11,2075
3803,0,0,0,4,43,29,3,0,0,0,79,11,2075
3804,0,5,5,34,58,39,23,6,0,0,170,11,2075
3805,0,12,13,59,92,83,30,6,2,0,297,11,2075
3806,0,0,0,0,0,0,22,15,5,0,42,11,2075
3807,0,1,1,20,25,10,3,0,0,0,60,11,2075
3808,0,4,0,1,13,9,0,0,0,0,27,11,2075
3809,0,1,0,3,15,3,2,0,0,0,24,11,2075
3811,0,16,2,13,48,66,65,21,2,0,233,11,2075
3813,0,1,0,10,40,54,29,3,1,0,138,11,2075
3814,0,0,0,10,15,16,8,0,0,0,49,11,2075
3815,0,11,4,37,57,42,21,3,2,0,177,11,2075
3817,0,3,0,4,22,28,14,4,0,0,75,11,2075
3818,0,0,8,17,17,2,0,0,0,0,44,11,2075
3819,0,3,3,20,40,20,3,0,0,0,89,11,2075
3820,0,12,3,22,86,132,110,59,11,0,435,11,2075
3821,0,0,0,3,6,9,2,0,0,0,20,11,2075
3822,0,11,7,24,34,16,10,2,0,0,104,11,2075
3823,0,0,3,8,42,42,16,3,1,0,115,11,2075
3824,0,1,0,1,4,1,0,0,0,0,7,11,2075
3825,0,1,1,1,4,5,5,1,0,0,18,11,2075
3826,0,0,1,3,11,5,1,2,0,0,23,11,2075
3827,0,2,0,5,22,27,8,3,0,0,67,11,2075
3828,0,2,5,18,36,8,2,1,0,0,72,11,2075
3829,0,4,2,7,7,9,0,0,0,0,29,11,2075
3830,0,1,0,2,4,3,1,0,0,0,11,11,2075
3831,0,0,1,0,2,6,3,1,0,0,13,11,2075
3832,0,0,0,2,7,2,0,0,0,0,11,11,2075
3833,0,0,0,6,12,13,2,0,0,0,33,11,2075
3834,0,2,0,0,2,2,2,1,0,0,9,11,2075
3835,0,0,0,18,16,2,1,0,0,0,37,11,2075
3836,0,5,22,55,84,129,53,17,6,0,371,11,2075
3837,0,0,0,2,16,4,1,0,0,0,23,11,2075
3838,0,2,0,0,2,6,0,0,0,0,10,11,2075
3839,0,1,0,6,5,3,1,0,0,0,16,11,2075
3840,0,1,0,4,21,6,3,0,0,0,35,11,2075
3841,0,3,6,26,16,5,0,0,0,0,56,11,2075
3842,0,1,0,10,7,5,0,0,0,0,23,11,2075
3843,0,1,0,3,8,4,0,0,0,0,16,11,2075
3844,0,0,3,2,9,6,11,4,0,0,35,11,2075
3845,0,1,1,3,9,6,1,0,0,0,21,11,2075
3846,0,1,0,3,16,15,5,0,0,0,40,11,2075
3847,0,0,0,8,11,5,0,1,0,0,25,11,2075
3848,0,1,0,7,7,0,0,0,0,0,15,11,2075
3849,0,0,1,8,6,4,0,0,0,0,19,11,2075
3850,0,0,0,3,5,7,0,0,0,0,15,11,2075
3851,0,2,1,4,9,1,0,0,0,0,17,11,2075
3852,0,1,6,10,6,12,2,0,0,0,37,11,2075
3853,0,0,0,0,0,0,0,1,11,3,15,11,2075
3854,0,1,0,1,15,9,5,0,0,0,31,11,2075
3855,0,2,0,11,15,2,1,0,0,0,31,11,2075
3856,0,1,1,1,8,2,0,0,0,0,13,11,2075
3857,0,1,1,9,11,7,2,0,0,0,31,11,2075
3858,0,0,0,0,0,1,2,0,0,0,3,11,2075
3860,0,0,0,0,5,15,4,1,0,0,25,11,2075
3861,0,0,0,0,4,3,0,1,0,0,8,11,2075
3862,0,3,0,6,7,5,2,0,0,0,23,11,2075
3863,0,0,0,0,4,1,3,0,0,0,8,11,2075
3864,0,0,4,9,5,10,4,3,0,0,35,11,2075
3865,0,0,0,1,6,2,0,0,0,0,9,11,2075
3866,0,2,9,17,27,13,4,1,0,0,73,11,2075
3867,0,16,0,3,3,3,1,0,0,0,26,11,2075
3872,0,0,0,0,2,1,0,0,0,0,3,11,2075
3875,0,1,4,6,5,3,0,0,0,0,19,11,2075
3902,0,1,0,19,54,49,9,1,0,0,133,11,2075
3903,0,0,2,11,17,19,2,0,0,0,51,11,2075
3904,0,1,1,11,18,11,2,0,0,0,44,11,2075
3905,0,0,1,9,14,10,3,2,0,0,39,11,2075
3906,0,4,9,31,72,53,25,17,2,0,213,11,2075
3907,0,5,2,24,35,3,6,0,0,0,75,11,2075
3908,0,0,7,9,30,36,17,6,2,0,107,11,2075
3909,0,3,1,25,41,27,4,0,0,0,101,11,2075
3910,0,1,0,9,6,21,12,3,0,0,52,11,2075
3911,0,11,5,37,79,42,15,4,2,0,195,11,2075
3912,0,4,11,45,23,9,1,1,0,0,94,11,2075
3913,0,1,6,14,23,12,4,1,0,0,61,11,2075
3914,0,24,30,80,52,12,3,0,0,0,201,11,2075
3915,0,0,1,4,4,1,0,0,0,0,10,11,2075
3916,0,1,5,11,7,4,1,0,0,0,29,11,2075
3917,0,4,7,28,30,15,2,0,0,0,86,11,2075
3918,0,1,1,4,9,4,0,0,0,0,19,11,2075
3919,0,0,1,13,13,6,0,0,0,0,33,11,2075
3920,0,2,1,7,43,17,5,0,0,0,75,11,2075
3921,0,2,3,11,21,12,4,0,0,0,53,11,2075
3922,0,2,4,38,16,8,1,0,0,0,69,11,2075
3923,0,2,0,6,20,26,2,0,0,0,56,11,2075
3924,0,0,0,3,6,7,5,2,0,0,23,11,2075
3925,0,1,0,4,5,11,10,0,0,0,31,11,2075
3926,0,4,4,40,29,4,1,0,0,0,82,11,2075
3927,0,1,0,0,7,7,1,0,0,0,16,11,2075
3928,0,1,3,11,11,12,2,1,0,0,41,11,2075
3929,0,2,6,15,15,14,4,1,0,0,57,11,2075
3930,0,2,4,22,34,20,1,0,0,0,83,11,2075
3931,0,0,0,1,11,12,6,0,0,0,30,11,2075
3932,0,0,3,7,12,3,1,0,0,0,26,11,2075
3933,0,5,0,13,19,10,1,0,0,0,48,11,2075
3934,0,1,2,9,21,7,1,0,0,0,41,11,2075
3935,0,1,1,13,24,11,3,0,0,0,53,11,2075
3936,0,1,0,12,25,15,1,0,0,0,54,11,2075
3937,0,0,0,6,20,9,1,0,0,0,36,11,2075
3938,0,3,0,9,26,24,3,3,0,0,68,11,2075
3939,0,2,0,10,36,8,3,0,0,0,59,11,2075
3940,0,0,0,4,10,7,1,1,0,0,23,11,2075
3941,0,1,1,6,13,11,0,0,0,0,32,11,2075
3942,0,2,0,2,11,20,1,1,0,0,37,11,2075
3943,0,2,2,28,29,8,0,0,0,0,69,11,2075
3944,0,2,1,8,10,2,0,0,0,0,23,11,2075
3945,0,19,13,53,70,39,21,0,0,0,215,11,2075
3946,0,6,0,5,22,32,14,2,0,0,81,11,2075
3947,0,1,0,5,11,5,2,0,0,0,24,11,2075
3948,0,0,3,9,3,2,0,0,0,0,17,11,2075
3949,0,0,0,4,11,14,0,0,0,0,29,11,2075
3950,0,1,3,15,22,14,1,2,0,0,58,11,2075
3951,0,1,2,3,5,2,6,0,0,0,19,11,2075
3952,0,0,1,3,6,8,6,0,0,0,24,11,2075
3953,0,4,0,7,26,13,3,0,0,0,53,11,2075
3954,0,2,0,5,14,6,3,1,0,0,31,11,2075
3955,0,2,0,3,7,10,1,0,0,0,23,11,2075
3956,0,2,1,10,30,10,0,0,0,0,53,11,2075
3957,0,0,0,5,18,8,1,0,0,0,32,11,2075
3958,0,0,0,24,17,1,0,0,0,0,42,11,2075
3959,0,1,2,5,10,4,3,0,0,0,25,11,2075
3960,0,0,1,7,16,8,0,0,0,0,32,11,2075
3961,0,1,2,5,13,1,0,1,0,0,23,11,2075
3962,0,4,0,9,29,5,5,0,0,0,52,11,2075
3963,0,0,1,3,5,2,1,0,0,0,12,11,2075
3964,0,0,0,5,13,5,2,0,0,0,25,11,2075
3965,0,0,0,9,3,0,0,0,0,0,12,11,2075
3966,0,0,1,4,10,3,0,0,0,0,18,11,2075
3967,0,5,5,7,8,1,0,0,0,0,26,11,2075
3968,0,1,0,3,6,8,0,0,0,0,18,11,2075
3969,0,0,0,2,2,2,1,0,0,0,7,11,2075
3970,0,1,0,7,19,7,1,0,0,0,35,11,2075
3971,0,3,1,1,11,13,1,0,0,0,30,11,2075
3972,0,2,0,6,10,8,3,1,0,0,30,11,2075
3973,0,0,0,5,6,2,1,0,0,0,14,11,2075
3974,0,2,1,16,11,7,3,0,0,0,40,11,2075
3975,0,0,0,3,4,5,2,0,0,0,14,11,2075
3976,0,0,0,3,9,2,1,0,0,0,15,11,2075
3977,0,1,0,4,19,7,1,0,0,0,32,11,2075
3978,0,3,4,7,12,5,0,0,0,0,31,11,2075
3979,0,0,1,12,15,3,1,0,0,0,32,11,2075
3980,0,5,1,2,13,14,1,0,0,0,36,11,2075
3981,0,0,0,3,5,4,0,1,0,0,13,11,2075
3982,0,0,0,4,13,13,0,0,0,0,30,11,2075
3983,0,0,0,4,6,1,0,0,0,0,11,11,2075
3984,0,0,0,2,8,2,1,0,0,0,13,11,2075
3985,0,1,0,3,17,5,1,0,0,0,27,11,2075
3986,0,0,1,5,18,12,1,0,0,0,37,11,2075
3987,0,0,0,5,10,5,1,1,0,0,22,11,2075
3988,0,0,0,2,11,4,0,0,0,0,17,11,2075
3991,0,0,0,5,4,7,1,0,0,0,17,11,2075
3992,0,0,0,7,16,13,1,0,0,0,37,11,2075
3993,0,0,0,10,1,0,0,0,0,0,11,11,2075
3994,0,3,0,3,11,4,0,0,0,0,21,11,2075
4001,0,0,0,0,0,2,16,51,35,2,106,11,2075
4002,0,2,1,11,18,7,2,1,0,0,42,11,2075
4003,0,6,0,9,46,27,6,4,0,0,98,11,2075
4004,0,6,2,24,40,19,3,1,0,0,95,11,2075
4005,0,0,0,0,0,1,16,46,28,1,92,11,2075
4007,0,63,22,101,166,121,59,8,1,0,541,11,2075
4008,0,1,3,8,11,6,1,0,0,0,30,11,2075
4009,0,14,6,22,33,17,10,0,0,0,102,11,2075
4010,0,29,20,81,114,147,82,26,2,0,501,11,2075
4011,0,6,10,47,48,37,15,2,2,0,167,11,2075
4012,0,9,6,47,78,64,66,34,1,0,305,11,2075
4013,0,1,0,0,0,6,17,4,0,0,28,11,2075
4014,0,3,2,13,20,40,29,6,0,0,113,11,2075
4015,0,5,2,10,38,19,7,0,0,0,81,11,2075
4017,0,6,14,37,72,103,130,82,13,0,457,11,2075
4018,0,3,1,12,36,53,38,10,1,0,154,11,2075
4019,0,74,21,88,144,98,21,4,0,0,450,11,2075
4021,0,2,1,1,30,73,121,118,43,0,389,11,2075
4022,0,1,0,2,9,44,153,133,15,0,357,11,2075
4023,0,3,6,9,15,1,2,0,0,0,36,11,2075
4024,0,17,20,45,81,66,27,9,0,0,265,11,2075
4025,0,1,2,11,16,6,0,1,0,0,37,11,2075
4026,0,6,1,14,20,29,16,5,0,0,91,11,2075
4027,0,0,0,5,10,31,36,13,3,0,98,11,2075
4028,0,2,5,14,21,17,5,2,0,0,66,11,2075
4029,0,5,6,20,26,45,29,9,2,0,142,11,2075
4030,0,0,6,14,29,37,22,0,0,0,108,11,2075
4031,0,3,1,18,37,76,51,17,2,0,205,11,2075
4032,0,3,3,12,45,90,156,149,37,0,495,11,2075
4033,0,12,22,80,118,71,29,3,0,0,335,11,2075
4034,0,5,6,29,42,33,11,1,0,0,127,11,2075
4035,0,2,3,5,21,22,24,10,0,0,87,11,2075
4036,0,2,0,1,8,61,147,95,14,1,329,11,2075
4037,0,16,25,82,82,41,22,1,0,0,269,11,2075
4038,0,36,14,51,103,110,63,9,4,0,390,11,2075
4039,0,5,0,2,44,62,61,16,3,0,193,11,2075
4040,0,1,0,1,2,14,21,13,1,0,53,11,2075
4041,0,1,0,4,4,10,11,7,0,0,37,11,2075
4042,0,1,0,1,6,22,59,56,7,0,152,11,2075
4043,0,0,0,1,2,7,2,0,0,0,12,11,2075
4045,0,0,0,0,8,5,4,0,0,0,17,11,2075
4046,0,2,0,2,11,64,103,56,9,0,247,11,2075
4047,0,5,2,16,35,22,2,0,0,0,82,11,2075
4048,0,8,2,8,22,19,9,1,0,0,69,11,2075
4049,0,1,4,6,4,3,1,0,0,0,19,11,2075
4050,0,0,0,5,30,73,66,18,1,0,193,11,2075
4051,0,1,0,1,5,16,23,18,1,0,65,11,2075
4052,0,23,8,21,45,35,5,0,0,0,137,11,2075
4053,0,2,0,7,11,14,3,1,0,0,38,11,2075
4054,0,0,1,6,19,11,0,0,0,0,37,11,2075
4055,0,2,0,6,13,7,0,0,0,0,28,11,2075
4056,0,2,1,8,10,4,1,0,0,0,26,11,2075
4057,0,2,6,9,33,36,24,10,1,0,121,11,2075
4058,0,6,2,18,11,6,3,0,0,0,46,11,2075
4059,0,1,6,16,13,6,0,0,0,0,42,11,2075
4060,0,0,0,0,6,27,39,13,4,0,89,11,2075
4061,0,1,0,2,9,4,5,0,0,0,21,11,2075
4062,0,8,3,39,37,12,2,0,0,0,101,11,2075
4064,0,1,0,8,13,8,0,0,0,0,30,11,2075
4065,0,2,0,11,44,85,46,16,2,0,206,11,2075
4066,0,0,0,11,21,10,1,1,0,0,44,11,2075
4067,0,0,0,4,13,10,6,0,0,0,33,11,2075
4068,0,2,0,1,5,19,10,7,0,0,44,11,2075
4069,0,2,2,12,22,5,1,0,0,0,44,11,2075
4070,0,1,2,2,4,5,0,0,0,0,14,11,2075
4071,0,1,0,5,18,5,3,0,0,0,32,11,2075
4072,0,4,8,16,49,66,55,10,2,0,210,11,2075
4073,0,0,1,3,4,8,3,0,0,0,19,11,2075
4074,0,1,5,13,12,15,11,6,0,0,63,11,2075
4075,0,2,7,8,2,2,2,1,0,0,24,11,2075
4076,0,2,0,3,11,28,20,4,1,0,69,11,2075
4077,0,0,1,3,3,2,1,0,0,0,10,11,2075
4078,0,1,0,8,11,4,0,0,0,0,24,11,2075
4079,0,0,2,5,3,4,3,0,0,0,17,11,2075
4080,0,1,1,13,12,6,0,0,0,0,33,11,2075
4081,0,0,3,20,48,21,9,0,0,0,101,11,2075
4082,0,1,0,4,1,0,2,0,0,0,8,11,2075
4083,0,1,0,2,9,4,0,0,0,0,16,11,2075
4084,0,0,0,3,9,0,0,0,0,0,12,11,2075
4085,0,3,1,10,23,23,14,5,0,0,79,11,2075
4086,0,1,0,6,8,10,6,0,0,0,31,11,2075
4087,0,0,0,2,16,5,1,1,0,0,25,11,2075
4088,0,3,0,0,4,13,3,2,0,0,25,11,2075
4089,0,1,6,12,19,6,2,0,0,0,46,11,2075
4090,0,1,9,11,20,3,4,3,0,0,51,11,2075
4091,0,0,0,5,7,4,3,4,0,0,23,11,2075
4092,0,2,1,4,6,6,5,0,0,0,24,11,2075
4095,0,2,0,7,24,12,6,6,0,0,57,11,2075
4096,0,1,3,7,10,7,16,3,0,0,47,11,2075
4097,0,2,0,5,10,8,0,0,0,0,25,11,2075
4098,0,0,0,0,10,7,1,0,0,0,18,11,2075
4099,0,0,0,0,0,2,17,15,2,0,36,11,2075
4101,0,2,0,0,3,4,1,0,0,0,10,11,2075
4102,0,13,0,0,3,11,11,2,0,0,40,11,2075
4201,0,5,0,3,12,8,0,0,0,0,28,11,2075
4202,0,1,0,3,12,3,0,0,0,0,19,11,2075
4203,0,1,0,3,10,1,0,0,0,0,15,11,2075
4301,0,1,0,7,16,24,8,2,0,0,58,11,2075
4302,0,0,0,1,4,8,1,0,0,0,14,11,2075
4303,0,0,1,9,10,2,1,2,0,0,25,11,2075
4304,0,2,20,26,35,19,27,13,1,0,143,11,2075
4305,0,5,1,0,4,2,1,2,0,0,15,11,2075
4306,0,7,4,6,21,16,3,4,0,0,61,11,2075
4307,0,10,5,39,50,44,26,4,0,0,178,11,2075
4308,0,1,0,1,5,9,2,0,0,0,18,11,2075
4309,0,2,0,8,14,16,0,0,0,0,40,11,2075
4310,0,0,4,9,7,7,3,0,0,0,30,11,2075
4311,0,3,2,17,17,10,0,0,0,0,49,11,2075
4312,0,2,3,6,7,1,3,0,0,0,22,11,2075
4313,0,0,1,6,12,7,1,0,0,0,27,11,2075
4314,0,2,1,7,19,6,2,0,0,0,37,11,2075
4315,0,5,0,7,22,15,6,0,0,0,55,11,2075
4316,0,4,0,10,26,27,7,0,0,0,74,11,2075
4317,0,20,11,63,81,31,7,4,0,0,217,11,2075
4318,0,3,2,11,12,6,3,0,0,0,37,11,2075
4319,0,2,4,11,20,26,36,14,2,0,115,11,2075
4320,0,3,5,7,4,3,0,0,0,0,22,11,2075
4321,0,3,1,7,12,2,0,0,0,0,25,11,2075
4322,0,0,2,7,7,2,3,1,0,0,22,11,2075
4323,0,1,1,3,2,1,1,0,0,0,9,11,2075
4401,0,6,0,11,42,40,14,7,0,0,120,11,2075
4402,0,2,1,3,10,18,4,0,0,0,38,11,2075
4403,0,0,3,10,8,1,2,0,0,0,24,11,2075
4404,0,1,2,9,14,14,2,2,0,0,44,11,2075
4405,0,1,1,6,19,5,0,0,0,0,32,11,2075
4406,0,1,9,23,12,3,1,0,0,0,49,11,2075
4407,0,2,0,3,18,24,3,0,0,0,50,11,2075
4408,0,5,11,29,24,12,4,0,0,0,85,11,2075
4409,0,1,4,8,18,11,1,0,0,0,43,11,2075
4411,0,0,0,3,4,11,3,0,0,0,21,11,2075
4412,0,11,8,51,61,39,21,7,0,0,198,11,2075
4413,0,2,0,1,5,27,10,5,1,0,51,11,2075
4414,0,1,1,6,10,10,4,0,0,0,32,11,2075
4415,0,0,0,7,21,20,2,0,0,0,50,11,2075
4416,0,4,0,2,9,4,3,2,0,0,24,11,2075
4417,0,2,0,10,28,10,3,0,0,0,53,11,2075
4418,0,3,0,14,39,42,16,5,0,0,119,11,2075
4419,0,5,2,6,21,36,40,7,2,0,119,11,2075
4420,0,1,0,5,23,25,6,4,0,0,64,11,2075
4421,0,1,0,3,8,9,6,1,0,0,28,11,2075
4422,0,2,1,8,25,3,0,0,0,0,39,11,2075
4423,0,2,0,3,12,2,3,0,0,0,22,11,2075
4424,0,1,0,2,11,3,0,0,0,0,17,11,2075
4425,0,5,1,8,22,11,2,0,0,0,49,11,2075
4426,0,1,4,5,3,4,1,0,0,0,18,11,2075
4427,0,1,0,6,8,2,0,0,0,0,17,11,2075
4428,0,1,0,0,15,10,1,0,0,0,27,11,2075
4429,0,0,0,3,9,10,2,0,0,0,24,11,2075
4430,0,0,4,14,14,8,2,0,0,0,42,11,2075
4431,0,1,1,5,16,4,0,0,0,0,27,11,2075
4432,0,1,0,2,10,16,6,0,0,0,35,11,2075
4433,0,0,0,2,10,11,3,3,0,0,29,11,2075
4434,0,0,1,3,4,12,5,5,0,0,30,11,2075
4435,0,0,0,4,7,4,3,1,0,0,19,11,2075
4436,0,1,0,5,13,10,2,0,0,0,31,11,2075
4437,0,2,0,1,2,15,22,9,12,1,64,11,2075
4438,0,2,1,6,16,13,8,0,0,0,46,11,2075
4439,0,0,1,2,7,8,2,1,0,0,21,11,2075
4440,0,0,2,6,4,4,0,0,0,0,16,11,2075
4501,0,12,2,35,73,36,8,0,0,0,166,11,2075
4502,0,2,1,14,47,24,8,0,0,0,96,11,2075
4503,0,5,0,10,47,38,22,2,0,0,124,11,2075
4504,0,5,0,16,22,15,6,1,0,0,65,11,2075
4505,0,2,2,8,32,19,10,4,0,0,77,11,2075
4506,0,11,8,71,147,50,15,2,0,0,304,11,2075
4507,0,1,1,10,34,15,3,1,0,0,65,11,2075
4508,0,0,0,10,13,3,3,0,0,0,29,11,2075
4509,0,1,0,9,32,16,4,2,0,0,64,11,2075
4510,0,3,0,3,10,12,1,0,0,0,29,11,2075
4511,0,1,0,5,20,12,3,0,0,0,41,11,2075
4512,0,6,0,2,21,22,5,2,1,0,59,11,2075
4513,0,3,1,11,24,13,5,2,0,0,59,11,2075
4514,0,1,0,8,20,16,4,1,0,0,50,11,2075
4515,0,1,1,2,2,1,1,0,0,0,8,11,2075
4516,0,2,0,4,25,21,3,0,0,0,55,11,2075
4517,0,7,10,34,81,120,89,21,3,0,365,11,2075
4518,0,1,0,8,24,17,3,0,0,0,53,11,2075
4519,0,0,3,4,12,6,0,0,0,0,25,11,2075
4520,0,1,1,9,9,9,0,1,0,0,30,11,2075
4521,0,1,0,2,19,5,2,0,0,0,29,11,2075
4522,0,1,0,8,5,1,1,0,0,0,16,11,2075
4523,0,1,0,11,25,3,2,0,0,0,42,11,2075
4524,0,3,7,23,0,0,0,0,0,0,33,11,2075
4525,0,3,0,0,4,21,2,1,0,0,31,11,2075
4526,0,1,0,3,9,12,7,1,0,0,33,11,2075
4527,0,1,0,12,21,13,2,1,0,0,50,11,2075
4528,0,2,2,16,26,4,0,0,0,0,50,11,2075
4529,0,2,2,16,34,15,3,0,0,0,72,11,2075
4530,0,1,0,10,14,8,5,1,0,0,39,11,2075
4531,0,1,0,0,9,17,6,1,0,0,34,11,2075
4532,0,0,0,2,10,6,5,0,0,0,23,11,2075
4533,0,2,0,2,9,13,7,7,0,0,40,11,2075
4534,0,0,0,7,13,10,3,1,0,0,34,11,2075
4535,0,1,0,11,19,6,1,0,0,0,38,11,2075
4536,0,1,0,3,6,13,5,0,0,0,28,11,2075
4537,0,0,0,1,6,6,5,2,0,0,20,11,2075
4538,0,3,0,1,19,32,2,0,0,0,57,11,2075
4539,0,0,0,0,7,12,11,1,0,0,31,11,2075
4540,0,7,2,11,28,10,7,0,0,0,65,11,2075
4541,0,2,0,6,32,9,1,0,0,0,50,11,2075
4542,0,0,0,5,17,8,3,2,0,0,35,11,2075
4543,0,0,1,10,21,5,1,1,0,0,39,11,2075
4544,0,1,0,3,11,4,1,0,0,0,20,11,2075
4545,0,0,0,11,5,2,0,0,0,0,18,11,2075
4546,0,3,1,12,9,8,4,0,0,0,37,11,2075
4547,0,2,4,18,9,7,2,1,0,0,43,11,2075
4548,0,3,0,3,12,12,1,0,0,0,31,11,2075
4550,0,0,5,18,7,3,1,1,0,0,35,11,2075
4551,0,0,0,5,16,7,1,0,0,0,29,11,2075
4552,0,0,0,5,6,4,1,0,0,0,16,11,2075
4553,0,4,2,9,16,4,3,0,0,0,38,11,2075
4554,0,0,0,3,19,11,1,0,0,0,34,11,2075
