school-code,ng,E,D,D+,C,C+,B,B+,A,A+,total,class,year
1101,0,9,0,1,23,38,5,0,0,0,76,11,2075
1102,0,3,0,0,1,33,34,1,0,0,72,11,2075
1103,0,0,0,1,10,10,0,0,0,0,21,11,2075
1104,0,19,0,1,20,77,31,1,0,0,149,11,2075
1105,0,5,0,0,11,21,1,0,0,0,38,11,2075
1106,0,7,1,9,19,3,0,0,0,0,39,11,2075
1107,0,0,0,0,0,2,9,1,0,0,12,11,2075
1108,0,79,0,4,35,86,37,4,0,0,245,11,2075
1109,0,0,0,0,6,14,3,0,0,0,23,11,2075
1110,0,8,0,2,21,11,2,0,0,0,44,11,2075
1111,0,3,0,3,15,15,2,0,0,0,38,11,2075
1112,0,8,0,3,11,3,0,0,0,0,25,11,2075
1113,0,2,0,0,1,1,11,2,0,0,17,11,2075
1114,0,2,0,0,2,27,7,0,0,0,38,11,2075
1115,0,1,0,0,2,24,5,0,0,0,32,11,2075
1116,0,1,0,0,1,6,2,0,0,0,10,11,2075
1117,0,2,0,10,11,2,0,0,0,0,25,11,2075
1118,0,3,0,0,20,10,2,0,0,0,35,11,2075
1119,0,1,0,1,1,10,6,0,0,0,19,11,2075
1120,0,2,0,2,4,1,0,0,0,0,9,11,2075
1121,0,0,0,0,0,0,2,1,0,0,3,11,2075
1122,0,0,0,0,0,6,10,1,0,0,17,11,2075
1123,0,0,0,4,2,0,0,0,0,0,6,11,2075
1124,0,5,0,1,0,1,0,0,0,0,7,11,2075
1126,0,4,0,1,0,13,4,0,0,0,22,11,2075
1127,0,0,0,2,12,8,2,0,0,0,24,11,2075
1128,0,0,0,4,10,3,0,0,0,0,17,11,2075
1201,0,6,1,13,49,62,11,1,0,0,143,11,2075
1202,0,8,0,2,11,49,25,1,0,0,96,11,2075
1203,0,7,4,24,36,6,0,0,0,0,77,11,2075
1204,0,14,0,4,58,38,1,0,0,0,115,11,2075
1205,0,26,1,23,133,78,15,0,0,0,276,11,2075
1206,0,1,0,11,48,17,3,0,0,0,80,11,2075
1207,0,3,0,11,48,23,4,0,0,0,89,11,2075
1208,0,3,0,27,57,12,0,0,0,0,99,11,2075
1209,0,6,0,0,23,69,26,4,0,0,128,11,2075
1210,0,4,0,3,28,29,3,0,0,0,67,11,2075
1211,0,13,1,7,18,2,0,0,0,0,41,11,2075
1212,0,0,0,2,7,3,0,0,0,0,12,11,2075
1213,0,2,0,1,9,11,0,0,0,0,23,11,2075
1214,0,5,0,9,33,33,2,0,0,0,82,11,2075
1215,0,0,0,0,5,2,0,0,0,0,7,11,2075
1216,0,2,6,16,7,2,0,0,0,0,33,11,2075
1217,0,1,0,8,19,1,0,0,0,0,29,11,2075
1218,0,5,0,0,13,6,0,1,0,0,25,11,2075
1219,0,5,0,3,17,25,3,0,0,0,53,11,2075
1220,0,3,0,1,5,29,5,0,0,0,43,11,2075
1221,0,6,0,0,14,34,6,0,0,0,60,11,2075
1222,0,2,6,18,4,0,0,0,0,0,30,11,2075
1223,0,5,1,2,15,20,0,0,0,0,43,11,2075
1224,0,4,0,2,18,63,8,0,0,0,95,11,2075
1225,0,2,0,9,19,2,1,1,0,0,34,11,2075
1226,0,4,1,1,26,13,0,0,0,0,45,11,2075
1227,0,0,0,0,1,6,6,0,0,0,13,11,2075
1228,0,7,0,9,19,0,0,0,0,0,35,11,2075
1229,0,9,0,10,34,13,1,0,0,0,67,11,2075
1230,0,6,0,0,4,10,11,2,0,0,33,11,2075
1231,0,5,0,6,3,0,0,0,0,0,14,11,2075
1301,0,12,5,34,24,4,2,0,0,0,81,11,2075
1302,0,4,1,9,62,32,2,0,0,0,110,11,2075
1303,0,25,4,14,8,0,0,0,0,0,51,11,2075
1304,0,13,13,61,125,56,9,4,0,0,281,11,2075
1305,0,0,2,13,16,6,0,0,0,0,37,11,2075
1306,0,1,0,0,12,13,0,0,0,0,26,11,2075
1307,0,1,4,11,2,0,0,0,0,0,18,11,2075
1308,0,3,1,17,23,5,1,0,0,0,50,11,2075
1309,0,5,0,3,21,62,9,0,0,0,100,11,2075
1310,0,4,0,0,8,34,22,0,0,0,68,11,2075
1311,0,0,0,1,11,24,5,0,0,0,41,11,2075
1312,0,0,0,2,25,10,2,0,0,0,39,11,2075
1313,0,3,3,12,19,6,0,0,0,0,43,11,2075
1314,0,2,0,1,9,3,1,0,0,0,16,11,2075
1315,0,3,3,14,7,0,0,0,0,0,27,11,2075
1316,0,2,0,4,15,11,2,0,0,0,34,11,2075
1317,0,7,1,17,12,2,0,0,0,0,39,11,2075
1318,0,0,1,15,23,2,0,0,0,0,41,11,2075
1319,0,4,0,11,35,7,1,0,0,0,58,11,2075
1320,0,2,0,8,5,2,0,0,0,0,17,11,2075
1321,0,0,0,1,3,8,10,1,1,0,24,11,2075
1322,0,1,2,3,4,0,0,0,0,0,10,11,2075
1323,0,3,1,10,6,6,0,0,0,0,26,11,2075
1324,0,0,0,1,12,2,0,0,0,0,15,11,2075
1325,0,1,0,0,7,5,0,0,0,0,13,11,2075
1326,0,1,0,3,5,6,0,0,0,0,15,11,2075
1327,0,4,0,13,10,7,1,0,0,0,35,11,2075
1328,0,1,0,3,10,3,0,0,0,0,17,11,2075
1329,0,0,0,0,18,14,2,0,0,0,34,11,2075
1330,0,5,0,3,11,1,0,0,0,0,20,11,2075
1331,0,1,0,11,16,5,1,0,0,0,34,11,2075
1332,0,0,0,3,9,6,5,0,0,0,23,11,2075
1333,0,0,0,2,12,4,0,0,0,0,18,11,2075
1334,0,0,0,0,1,2,4,2,0,0,9,11,2075
1335,0,8,0,0,3,1,1,0,0,0,13,11,2075
1336,0,1,0,0,17,5,1,0,0,0,24,11,2075
1337,0,6,2,15,17,0,0,0,0,0,40,11,2075
1338,0,4,6,15,6,1,0,0,0,0,32,11,2075
1339,0,2,0,7,5,7,0,0,0,0,21,11,2075
1401,0,2,1,15,39,29,0,0,0,0,86,11,2075
1402,0,29,1,23,78,98,40,7,0,0,276,11,2075
1403,0,51,1,17,93,82,11,1,0,0,256,11,2075
1404,0,4,0,7,55,35,8,0,0,0,109,11,2075
1405,0,0,0,1,1,16,34,43,16,0,111,11,2075
1406,0,1,0,4,18,26,5,0,0,0,54,11,2075
1407,0,1,0,1,14,8,0,0,0,0,24,11,2075
1408,0,0,1,6,21,8,0,0,0,0,36,11,2075
1409,0,1,0,4,31,26,10,1,0,0,73,11,2075
1410,0,0,0,0,3,5,0,0,0,0,8,11,2075
1411,0,2,0,1,14,16,3,1,0,0,37,11,2075
1412,0,2,0,1,24,15,4,0,0,0,46,11,2075
1413,0,7,2,20,96,105,52,29,4,0,315,11,2075
1414,0,4,0,2,30,47,13,0,0,0,96,11,2075
1415,0,1,2,2,6,10,0,0,0,0,21,11,2075
1416,0,4,0,22,36,18,5,0,0,0,85,11,2075
1417,0,1,0,0,1,2,0,0,0,0,4,11,2075
1418,0,2,1,3,16,10,3,2,0,0,37,11,2075
1419,0,0,0,2,13,4,0,0,0,0,19,11,2075
1421,0,2,0,9,20,6,2,0,0,0,39,11,2075
1422,0,4,0,5,9,3,0,0,0,0,21,11,2075
1423,0,1,0,10,19,9,5,0,0,0,44,11,2075
1424,0,6,0,1,2,10,0,1,0,0,20,11,2075
1425,0,0,0,0,2,8,5,0,0,0,15,11,2075
1426,0,2,0,0,11,1,1,0,0,0,15,11,2075
1427,0,1,0,5,17,6,0,0,0,0,29,11,2075
1428,0,2,1,11,18,8,2,0,0,0,42,11,2075
1429,0,0,0,2,5,11,8,1,0,0,27,11,2075
1430,0,2,0,4,18,20,12,6,3,0,65,11,2075
1431,0,5,0,10,20,16,4,0,2,0,57,11,2075
1432,0,3,0,5,4,1,0,1,0,0,14,11,2075
1433,0,4,0,2,7,4,0,0,0,0,17,11,2075
1434,0,5,0,1,6,4,4,0,0,0,20,11,2075
1435,0,0,0,2,12,10,0,0,0,0,24,11,2075
1436,0,0,0,0,10,9,0,0,0,0,19,11,2075
1437,0,4,0,3,3,0,0,0,0,0,10,11,2075
1440,0,1,0,2,4,7,2,0,0,0,16,11,2075
1441,0,1,0,3,2,0,0,0,0,0,6,11,2075
1442,0,6,0,5,17,3,1,0,0,0,32,11,2075
1443,0,5,0,0,1,4,0,0,0,0,10,11,2075
1444,0,0,0,1,4,6,0,0,0,0,11,11,2075
1446,0,1,0,0,14,4,0,0,0,0,19,11,2075
1447,0,2,1,4,18,8,0,0,0,0,33,11,2075
1448,0,9,1,0,0,0,0,0,0,0,10,11,2075
1449,0,6,1,13,29,26,5,0,0,0,80,11,2075
1451,0,1,0,3,8,4,2,0,0,0,18,11,2075
1501,0,17,1,7,54,86,16,1,0,0,182,11,2075
1502,0,21,0,8,57,84,29,5,0,0,204,11,2075
1504,0,10,2,13,54,19,0,0,0,0,98,11,2075
1505,0,5,3,10,54,91,18,0,0,0,181,11,2075
1506,0,3,5,30,70,35,1,0,0,0,144,11,2075
1507,0,37,0,0,1,44,68,9,0,0,159,11,2075
1508,0,24,1,0,21,59,73,19,0,0,197,11,2075
1509,0,14,1,10,121,102,9,1,0,0,258,11,2075
1510,0,16,0,2,16,58,26,2,0,0,120,11,2075
1511,0,72,0,1,8,85,175,62,3,0,406,11,2075
1512,0,11,0,2,18,33,60,100,44,0,268,11,2075
1513,0,1,0,1,16,20,3,1,0,0,42,11,2075
1514,0,2,0,0,8,13,6,1,0,0,30,11,2075
1515,0,5,0,4,29,37,1,0,0,0,76,11,2075
1516,0,5,0,3,43,20,0,0,0,0,71,11,2075
1518,0,2,0,0,14,13,4,0,0,0,33,11,2075
1519,0,3,3,12,44,69,15,2,0,0,148,11,2075
1520,0,4,0,2,8,25,9,0,0,0,48,11,2075
1521,0,2,0,0,1,9,15,0,0,0,27,11,2075
1522,0,3,0,5,10,30,2,0,0,0,50,11,2075
1523,0,10,0,0,7,40,17,0,0,0,74,11,2075
1524,0,4,0,4,15,3,0,0,0,0,26,11,2075
1525,0,9,0,1,6,20,6,1,0,0,43,11,2075
1526,0,0,0,0,7,12,2,0,0,0,21,11,2075
1527,0,9,0,0,23,13,5,1,0,0,51,11,2075
1528,0,5,0,4,20,9,0,0,0,0,38,11,2075
1529,0,2,0,2,13,41,15,1,0,0,74,11,2075
1530,0,3,1,3,6,17,37,32,0,0,99,11,2075
1531,0,18,0,2,15,8,0,0,0,0,43,11,2075
1532,0,3,0,2,4,6,3,0,0,0,18,11,2075
1533,0,5,0,0,8,15,0,0,0,0,28,11,2075
1534,0,3,0,9,70,44,1,0,0,0,127,11,2075
1535,0,10,0,2,12,22,16,1,0,0,63,11,2075
1536,0,11,0,7,9,5,3,0,0,0,35,11,2075
1537,0,6,0,3,17,29,10,0,0,0,65,11,2075
1538,0,95,1,11,69,179,131,23,1,0,510,11,2075
1539,0,5,0,0,1,5,8,0,0,0,19,11,2075
1540,0,22,1,6,27,74,50,13,0,0,193,11,2075
1541,0,25,0,0,8,63,35,1,0,0,132,11,2075
1542,0,1,0,0,0,3,4,0,0,0,8,11,2075
1543,0,29,0,3,21,53,28,2,0,0,136,11,2075
1544,0,27,0,1,4,60,70,23,1,0,186,11,2075
1545,0,2,0,1,6,44,42,14,3,0,112,11,2075
1546,0,10,1,3,16,28,28,6,0,0,92,11,2075
1548,0,3,0,0,2,4,2,0,0,0,11,11,2075
1549,0,1,0,1,4,17,17,1,0,0,41,11,2075
1550,0,7,0,5,12,6,1,0,0,0,31,11,2075
1551,0,6,0,0,6,7,2,0,0,0,21,11,2075
1552,0,0,0,0,4,0,0,0,0,0,4,11,2075
1554,0,3,0,0,3,15,26,3,0,0,50,11,2075
1601,0,25,31,123,166,68,4,1,0,0,418,11,2075
1602,0,14,11,32,53,19,5,1,0,0,135,11,2075
1603,0,39,10,58,88,33,7,2,0,0,237,11,2075
1604,0,20,2,18,35,48,21,2,0,0,146,11,2075
1605,0,16,2,9,47,47,7,0,0,0,128,11,2075
1606,0,16,12,88,67,31,9,3,1,0,227,11,2075
1607,0,3,13,15,13,5,0,0,0,0,49,11,2075
1608,0,5,0,2,29,58,49,29,4,0,176,11,2075
1609,0,3,1,3,33,45,7,0,0,0,92,11,2075
1610,0,3,0,0,17,28,6,1,0,0,55,11,2075
1611,0,2,1,4,6,1,0,1,0,0,15,11,2075
1612,0,2,1,5,17,3,2,0,0,0,30,11,2075
1613,0,5,0,5,35,45,13,1,0,0,104,11,2075
1614,0,6,2,20,27,2,1,0,0,0,58,11,2075
1615,0,1,0,7,16,18,2,0,0,0,44,11,2075
1616,0,5,1,13,24,22,1,0,0,0,66,11,2075
1617,0,2,0,0,11,17,5,0,0,0,35,11,2075
1618,0,5,3,9,10,2,1,0,0,0,30,11,2075
1619,0,2,7,22,8,3,0,0,0,0,42,11,2075
1620,0,7,0,7,23,7,3,0,0,0,47,11,2075
1621,0,4,0,6,19,13,2,0,0,0,44,11,2075
1622,0,12,0,12,43,18,11,1,0,0,97,11,2075
1623,0,10,1,17,0,0,0,0,0,0,28,11,2075
1624,0,43,17,58,61,66,10,1,0,0,256,11,2075
1628,0,6,4,10,6,2,0,0,0,0,28,11,2075
1629,0,3,0,0,1,9,0,0,0,0,13,11,2075
1630,0,3,0,3,25,4,0,0,0,0,35,11,2075
1631,0,7,2,10,46,37,1,0,0,0,103,11,2075
1632,0,13,7,26,31,7,0,0,0,0,84,11,2075
1633,0,12,0,3,39,15,0,0,0,0,69,11,2075
1634,0,3,0,10,13,9,2,0,0,0,37,11,2075
1635,0,5,0,10,20,5,0,0,0,0,40,11,2075
1636,0,5,0,1,23,23,7,1,0,0,60,11,2075
1637,0,9,12,70,64,16,2,0,0,0,173,11,2075
1638,0,6,3,19,27,12,1,0,0,0,68,11,2075
1640,0,2,1,20,20,2,0,0,0,0,45,11,2075
1641,0,21,40,65,62,28,14,2,0,0,232,11,2075
1642,0,4,0,1,5,5,3,0,0,0,18,11,2075
1643,0,18,20,57,58,23,9,1,0,0,186,11,2075
1644,0,13,3,10,27,11,0,0,0,0,64,11,2075
1645,0,2,3,15,4,1,0,0,0,0,25,11,2075
1646,0,0,0,0,5,1,0,0,0,0,6,11,2075
1647,0,11,0,6,27,8,1,0,0,0,53,11,2075
1648,0,3,0,1,5,4,2,0,0,0,15,11,2075
1649,0,3,0,0,20,11,2,0,0,0,36,11,2075
1650,0,0,0,0,5,9,0,0,0,0,14,11,2075
1651,0,6,4,22,13,17,5,2,0,0,69,11,2075
1652,0,8,2,4,4,2,0,0,0,0,20,11,2075
1653,0,9,2,0,1,0,0,0,0,0,12,11,2075
1654,0,1,0,3,18,10,0,0,0,0,32,11,2075
1655,0,7,0,2,1,0,0,0,0,0,10,11,2075
1656,0,8,0,5,15,0,0,0,0,0,28,11,2075
1657,0,0,0,0,0,11,7,2,0,0,20,11,2075
1659,0,7,6,58,64,29,8,1,0,0,173,11,2075
1660,0,9,0,4,10,1,0,0,0,0,24,11,2075
1702,0,2,0,2,8,2,0,0,0,0,14,11,2075
1707,0,12,23,28,6,4,1,0,1,0,75,11,2075
1708,0,1,5,3,7,5,7,1,1,0,30,11,2075
1709,0,25,0,104,67,27,13,10,0,0,246,11,2075
1710,0,4,0,3,26,19,1,0,0,0,53,11,2075
1711,0,56,135,431,234,116,71,25,8,1,1077,11,2075
1712,0,90,85,154,57,24,4,1,0,0,415,11,2075
1713,0,149,255,404,127,35,10,1,0,0,981,11,2075
1714,0,44,56,107,48,21,5,0,0,0,281,11,2075
1715,0,23,21,95,62,17,3,0,0,0,221,11,2075
1716,0,14,33,40,4,3,1,0,0,0,95,11,2075
1717,0,34,38,176,112,48,45,21,11,0,485,11,2075
1718,0,18,20,48,17,4,0,1,0,0,108,11,2075
1719,0,14,1,16,25,10,2,0,0,0,68,11,2075
1720,0,13,1,11,6,1,1,0,0,0,33,11,2075
1721,0,14,26,47,29,8,2,0,0,0,126,11,2075
1722,0,4,10,42,26,7,0,0,0,0,89,11,2075
1723,0,3,5,12,33,22,5,1,0,0,81,11,2075
1724,0,6,0,5,52,42,3,1,0,0,109,11,2075
1725,0,62,27,38,38,16,6,1,0,0,188,11,2075
1726,0,2,0,6,0,0,0,0,0,0,8,11,2075
1727,0,7,1,7,11,8,2,0,0,0,36,11,2075
1728,0,8,2,10,17,5,1,0,0,0,43,11,2075
1729,0,3,0,5,28,13,1,0,0,0,50,11,2075
1730,0,7,3,10,19,6,0,0,0,0,45,11,2075
1731,0,13,3,2,6,1,0,0,0,0,25,11,2075
1732,0,12,5,6,16,5,0,0,0,0,44,11,2075
1733,0,2,1,0,1,0,0,0,0,0,4,11,2075
1734,0,7,1,12,26,14,1,0,0,0,61,11,2075
1735,0,3,8,33,26,3,0,0,0,0,73,11,2075
1736,0,0,1,11,28,4,0,0,0,0,44,11,2075
1737,0,5,0,0,0,0,0,0,0,0,5,11,2075
1739,0,2,13,19,7,0,0,0,0,0,41,11,2075
1740,0,2,0,7,16,3,0,0,0,0,28,11,2075
1741,0,2,0,2,5,1,1,0,0,0,11,11,2075
1742,0,2,5,2,0,0,0,0,0,0,9,11,2075
1743,0,7,1,6,16,7,2,0,0,0,39,11,2075
1744,0,1,0,10,12,4,0,0,0,0,27,11,2075
1745,0,4,0,14,33,10,0,0,0,0,61,11,2075
1746,0,9,0,12,19,7,0,0,0,0,47,11,2075
1747,0,1,1,1,0,0,0,0,0,0,3,11,2075
1748,0,3,10,15,15,0,1,0,0,0,44,11,2075
1749,0,8,4,25,67,56,18,0,0,0,178,11,2075
1750,0,6,0,6,6,3,1,0,0,0,22,11,2075
1751,0,4,3,4,5,1,0,0,0,0,17,11,2075
1752,0,2,0,7,2,0,0,0,0,0,11,11,2075
1753,0,0,0,2,3,0,0,0,0,0,5,11,2075
1754,0,51,20,33,23,3,0,0,0,0,130,11,2075
1755,0,16,0,4,48,75,21,4,1,0,169,11,2075
1756,0,2,0,4,5,1,0,0,0,0,12,11,2075
1757,0,2,4,6,11,5,0,0,0,0,28,11,2075
1758,0,3,0,10,16,4,0,0,0,0,33,11,2075
1759,0,2,14,9,0,0,0,0,0,0,25,11,2075
1760,0,5,5,4,0,1,0,0,0,0,15,11,2075
1761,0,1,0,4,6,10,0,0,0,0,21,11,2075
1762,0,5,0,1,11,5,0,0,0,0,22,11,2075
1763,0,6,1,20,24,6,0,0,0,0,57,11,2075
1764,0,33,17,38,7,3,0,0,0,0,98,11,2075
1765,0,4,0,2,0,0,0,0,0,0,6,11,2075
1766,0,3,3,17,18,6,0,0,0,0,47,11,2075
1767,0,0,1,16,27,14,2,0,0,0,60,11,2075
1769,0,0,0,0,2,1,4,0,0,0,7,11,2075
1770,0,4,0,8,12,2,2,0,0,0,28,11,2075
1773,0,5,4,23,22,7,6,2,1,0,70,11,2075
1774,0,0,0,1,0,0,0,0,0,0,1,11,2075
1775,0,17,9,16,17,4,2,0,0,0,65,11,2075
1801,0,4,1,6,8,6,1,0,0,0,26,11,2075
1802,0,16,2,31,50,21,4,1,0,0,125,11,2075
1803,0,7,1,23,57,25,9,0,0,0,122,11,2075
1804,0,6,6,19,32,11,3,0,0,0,77,11,2075
1805,0,17,36,166,89,42,14,1,0,0,365,11,2075
1806,0,12,2,41,100,18,4,0,0,0,177,11,2075
1807,0,2,0,47,40,6,0,0,0,0,95,11,2075
1808,0,8,6,35,55,13,1,0,0,0,118,11,2075
1809,0,2,1,13,32,12,4,0,0,0,64,11,2075
1810,0,4,3,11,26,14,1,0,0,0,59,11,2075
1811,0,13,3,25,36,18,5,0,0,0,100,11,2075
1812,0,2,7,21,17,3,0,0,0,0,50,11,2075
1813,0,5,0,7,22,8,0,0,0,0,42,11,2075
1814,0,1,0,13,5,0,0,0,0,0,19,11,2075
1815,0,2,4,11,22,8,0,2,0,0,49,11,2075
1816,0,14,1,14,38,19,1,0,0,0,87,11,2075
1817,0,0,0,4,11,5,2,0,0,0,22,11,2075
1818,0,8,0,8,20,33,4,0,0,0,73,11,2075
1819,0,10,1,13,33,22,0,0,0,0,79,11,2075
1820,0,3,6,8,34,19,5,0,0,0,75,11,2075
1821,0,3,0,16,17,9,0,0,0,0,45,11,2075
1822,0,3,0,9,41,19,3,0,0,0,75,11,2075
1823,0,0,0,2,13,4,0,0,0,0,19,11,2075
1824,0,3,5,14,12,4,1,0,0,0,39,11,2075
1825,0,8,2,9,15,2,0,0,0,0,36,11,2075
1826,0,0,1,7,24,7,0,0,0,0,39,11,2075
1827,0,1,1,11,18,7,0,0,0,0,38,11,2075
1828,0,8,0,10,8,6,1,0,0,0,33,11,2075
1829,0,0,0,0,5,9,4,0,0,0,18,11,2075
1830,0,2,0,9,21,5,1,0,0,0,38,11,2075
1831,0,2,0,5,19,6,0,0,0,0,32,11,2075
1832,0,9,5,26,34,12,2,0,0,0,88,11,2075
1833,0,3,0,11,18,13,2,0,0,0,47,11,2075
1834,0,2,7,21,35,16,5,0,0,0,86,11,2075
1835,0,1,3,19,6,3,0,0,0,0,32,11,2075
1836,0,4,8,43,14,1,0,0,0,0,70,11,2075
1837,0,4,0,0,4,8,0,0,0,0,16,11,2075
1838,0,22,0,6,34,14,0,0,0,0,76,11,2075
1839,0,1,0,0,1,1,0,0,0,0,3,11,2075
1840,0,9,6,21,43,33,4,0,0,0,116,11,2075
1841,0,3,8,14,15,2,0,0,0,0,42,11,2075
1842,0,3,0,14,5,1,0,0,0,0,23,11,2075
1843,0,0,2,24,36,12,3,0,0,0,77,11,2075
1844,0,2,0,2,6,15,5,0,0,0,30,11,2075
1845,0,5,2,12,15,4,0,0,0,0,38,11,2075
1846,0,1,0,1,3,7,7,3,0,0,22,11,2075
1848,0,0,1,1,5,4,0,0,0,0,11,11,2075
1849,0,2,6,22,19,11,1,0,0,0,61,11,2075
1901,0,3,7,46,45,14,5,0,0,0,120,11,2075
1902,0,8,11,38,21,8,5,0,0,0,91,11,2075
1903,0,13,15,44,111,83,17,4,0,0,287,11,2075
1904,0,24,36,155,181,72,19,2,0,0,489,11,2075
1905,0,18,22,32,23,6,1,0,0,0,102,11,2075
1906,0,0,26,65,53,14,0,2,0,0,160,11,2075
1907,0,7,0,17,40,45,11,4,1,0,125,11,2075
1908,0,2,1,12,27,22,4,1,0,0,69,11,2075
1909,0,4,0,8,17,21,4,0,0,0,54,11,2075
1910,0,1,0,0,4,1,0,0,0,0,6,11,2075
1911,0,10,6,39,51,35,12,4,0,0,157,11,2075
1912,0,4,1,9,30,21,11,7,0,0,83,11,2075
1913,0,1,0,4,36,22,1,0,0,0,64,11,2075
1915,0,2,1,11,43,42,5,0,0,0,104,11,2075
1916,0,2,5,29,27,7,1,0,0,0,71,11,2075
1917,0,10,3,16,31,15,1,0,0,0,76,11,2075
1918,0,3,0,10,23,8,0,1,0,0,45,11,2075
1919,0,1,10,15,19,2,0,0,0,0,47,11,2075
1920,0,4,0,25,55,16,4,1,0,0,105,11,2075
1921,0,1,7,20,54,19,0,0,0,0,101,11,2075
1922,0,19,2,20,57,11,0,0,0,0,109,11,2075
1923,0,3,5,21,47,10,2,1,0,0,89,11,2075
1924,0,2,2,4,8,7,1,0,0,0,24,11,2075
1925,0,5,0,17,27,16,0,0,0,0,65,11,2075
1926,0,4,2,18,50,35,4,0,0,0,113,11,2075
1927,0,14,0,3,27,56,27,4,1,0,132,11,2075
1928,0,9,2,22,39,30,5,0,0,0,107,11,2075
1929,0,8,0,9,36,98,60,6,1,0,218,11,2075
1930,0,0,0,0,0,0,5,1,0,0,6,11,2075
1931,0,1,0,7,27,18,7,1,0,0,61,11,2075
1932,0,2,8,8,19,10,2,0,0,0,49,11,2075
1933,0,6,1,6,27,5,0,0,0,0,45,11,2075
1934,0,4,0,3,13,31,7,0,0,0,58,11,2075
1935,0,6,0,20,35,4,0,0,0,0,65,11,2075
1936,0,4,0,4,21,21,2,0,0,0,52,11,2075
1937,0,0,0,2,4,9,3,0,0,0,18,11,2075
1938,0,7,5,21,62,49,16,0,0,0,160,11,2075
1941,0,16,4,10,20,44,17,0,0,0,111,11,2075
1942,0,1,0,0,0,5,4,0,0,0,10,11,2075
1943,0,3,3,6,7,4,1,0,0,0,24,11,2075
1944,0,0,0,0,8,26,32,5,0,0,71,11,2075
1945,0,1,0,3,16,8,3,0,0,0,31,11,2075
1946,0,1,0,1,7,3,0,0,0,0,12,11,2075
1947,0,8,3,17,55,16,4,0,0,0,103,11,2075
1948,0,2,7,27,22,8,0,0,0,0,66,11,2075
1949,0,1,1,15,17,1,0,0,0,0,35,11,2075
1950,0,5,0,4,31,23,4,2,0,0,69,11,2075
1951,0,0,0,1,5,3,0,0,0,0,9,11,2075
1952,0,3,0,2,16,3,1,0,0,0,25,11,2075
1953,0,7,0,9,31,17,0,0,0,0,64,11,2075
1954,0,0,0,2,3,2,0,0,0,0,7,11,2075
1956,0,12,1,0,4,13,9,1,0,0,40,11,2075
1957,0,1,0,0,1,8,15,4,0,0,29,11,2075
1958,0,0,0,0,0,2,3,0,0,0,5,11,2075
1959,0,0,0,0,0,1,1,0,0,0,2,11,2075
1960,0,2,0,3,20,37,13,3,0,0,78,11,2075
2001,0,10,0,10,47,43,10,0,0,0,120,11,2075
2002,0,2,0,13,39,33,6,0,0,0,93,11,2075
2003,0,10,11,26,34,8,4,2,0,0,95,11,2075
2004,0,0,2,9,27,12,1,0,0,0,51,11,2075
2005,0,23,60,147,119,33,12,0,0,0,394,11,2075
2006,0,1,2,30,34,10,0,0,0,0,77,11,2075
2007,0,0,1,20,26,6,0,0,0,0,53,11,2075
2008,0,11,1,34,67,30,3,0,0,0,146,11,2075
2009,0,1,1,12,9,6,0,0,0,0,29,11,2075
2010,0,6,3,39,38,9,2,0,0,0,97,11,2075
2011,0,4,2,15,33,51,17,2,0,0,124,11,2075
2012,0,2,0,6,16,18,7,1,1,0,51,11,2075
2013,0,3,0,14,27,12,1,0,0,0,57,11,2075
2014,0,5,8,20,22,11,1,0,0,0,67,11,2075
2015,0,11,0,1,5,0,0,0,0,0,17,11,2075
2016,0,2,0,3,11,14,6,4,1,0,41,11,2075
2017,0,0,1,12,2,1,1,0,0,0,17,11,2075
2019,0,2,1,9,16,3,2,0,0,0,33,11,2075
2020,0,2,0,7,24,14,0,0,0,0,47,11,2075
2021,0,1,0,5,19,20,5,0,0,0,50,11,2075
2022,0,1,1,13,8,2,0,0,0,0,25,11,2075
2023,0,6,0,5,20,8,3,0,0,0,42,11,2075
2024,0,1,1,14,8,2,0,0,0,0,26,11,2075
2025,0,0,1,11,14,8,0,0,0,0,34,11,2075
2026,0,7,0,12,8,2,0,0,0,0,29,11,2075
2027,0,1,0,11,25,7,1,0,0,0,45,11,2075
2028,0,1,0,6,9,2,0,0,0,0,18,11,2075
2029,0,2,2,18,10,1,0,0,0,0,33,11,2075
2030,0,4,0,4,26,16,1,0,0,0,51,11,2075
2031,0,3,2,7,6,1,0,0,0,0,19,11,2075
2032,0,2,6,16,25,5,2,0,0,0,56,11,2075
2033,0,4,2,6,2,4,1,0,0,0,19,11,2075
2034,0,0,0,1,7,10,0,0,0,0,18,11,2075
2035,0,2,0,3,24,56,11,1,0,0,97,11,2075
2036,0,2,0,13,16,2,0,0,0,0,33,11,2075
2037,0,2,0,8,20,8,1,0,0,0,39,11,2075
2038,0,0,0,2,16,28,1,0,0,0,47,11,2075
2039,0,1,0,6,19,11,1,0,0,0,38,11,2075
2040,0,1,0,1,10,5,0,0,0,0,17,11,2075
2041,0,1,0,3,23,9,5,0,0,0,41,11,2075
2042,0,3,0,0,3,8,18,3,0,0,35,11,2075
2043,0,2,0,10,23,7,0,0,0,0,42,11,2075
2044,0,1,0,11,18,8,3,0,0,0,41,11,2075
2045,0,0,0,1,2,4,3,3,1,0,14,11,2075
2046,0,0,0,6,6,5,0,0,0,0,17,11,2075
2047,0,2,7,15,17,0,0,0,0,0,41,11,2075
2048,0,2,0,1,14,21,5,0,0,0,43,11,2075
