neb_code,school_name,district
7693,GAURI SHANKAR SECONDARY SCHOOL,KATHMANDU
7694,NEW ARUNODAYA ENGLISH SECONDARY SCHOOL,KATHMANDU
7695,PRAJJWAL (JUBILANT) SECONDARY SCHOOL,KATHMANDU
7696,HIMALAYA INTERNATIONAL MODEL SECONDARY SCHOOL,KATHMANDU
7697,JANASEWA SECONDARY SCHOOL,KATHMANDU
7698,KALIKA SHARAN SECONDARY SCHOOL,KATHMANDU
7699,UJJWAL VIDHYA VIKASH SECONDARY SCHOOL,KATHMANDU
7700,JANAKALYAN SECONDARY SCHOOL,KATHMANDU
7701,GANESH SECONDARY SCHOOL,KATHMANDU
7702,SANGLA BAL KUMARI SECONDARY SCHOOL,KATHMANDU
7703,TAUDAHA RASTRIYA SECONDARY SCHOOL,KATHMANDU
7704,LUMBINI ACADEMY SECONDARY SCHOOL,KATHMANDU
7705,CHAMUNDA SECONDARY SCHOOL,KATHMANDU
7707,HERALD SECONDARY SCHOOL,KATHMANDU
7708,MANASALU PUBLIC SECONDARY SCHOOL,KATHMANDU
7709,OXFORD BOARDING SECONDARY SCHOOL,KATHMANDU
7710,GUHESHWARI SECONDARY SCHOOL,KATHMANDU
7711,BAUNDESHWOR SECONDARY SCHOOL,KATHMANDU
7712,KAMANA BOARDING SECONDARY SCHOOL,KATHMANDU
7714,EVERGREEN ENGLISH SECONDARY SCHOOL,KATHMANDU
7715,PRITHVINARAYAN SECONDARY SCHOOL,KATHMANDU
7716,SHITALA SECONDARY SCHOOL,KATHMANDU
7717,SARASWOTI KUNJ SECONDARY SCHOOL,KATHMANDU
7719,TAKSHASHILA ACADEMY SECONDARY SCHOOL,KATHMANDU
7723,ETERNAL LIGHT PUBLIC SECONDARY SCHOOL,KATHMANDU
7724,KAMAL NETRA CHUNMUNA SECONDARY SCHOOL,KATHMANDU
7725,GREENWICH ACADEMY SECONDARY SCHOOL,KATHMANDU
7726,BRIDGEWATER INTERNATIONAL SECONDARY SCHOOL,KATHMANDU
7727,SARASWATI SECONDARY SCHOOL,KATHMANDU
7728,SIFAL SECONDARY SCHOOL,KATHMANDU
7729,NEPAL RASTRIYA NIRMAN SECONDARY SCHOOL,KATHMANDU
7730,GANDHI ADARSHA SECONDARY SCHOOL,KATHMANDU
7731,SAHID RAMNATH DAHAL SMRITI SECONDARY SCHOOL,KATHMANDU
7732,CHAPABOT SECONDARY SCHOOL,KATHMANDU
7733,BIJESWORI SECONDARY SCHOOL,KATHMANDU
7735,EKATA SADAN AWASIYA SECONDARY SCHOOL,KATHMANDU
7738,PUSHPALAL MEMORIAL SECONDARY SCHOOL,KATHMANDU
7739,SIDDHI GANESH SECONDARY SCHOOL,KATHMANDU
7740,SARADA SECONDARY SCHOOL,KATHMANDU
7741,TANGAL SECONDARY SCHOOL,KATHMANDU
7742,MANSING DHARMA SECONDARY SCHOOL,KATHMANDU
7743,SHANTI VIDYAGRIH SECONDARY SCHOOL,KATHMANDU
7744,MANOHAR SECONDARY SCHOOL,KATHMANDU
7745,BAL UDDHAR SECONDARY SCHOOL,KATHMANDU
7746,ST. XAVIER'S COLLEGE,KATHMANDU
7747,MAHENDRA BAUDDHA SECONDARY SCHOOL,KATHMANDU
7749,ROSE BUD SECONDARY  SCHOOL,KATHMANDU
7750,CENTENNIAL BOARDING SECONDARY SCHOOL,KATHMANDU
7751,KAMANA INTERNATIONAL SECONDARY SCHOOL,KATHMANDU
7752,DIAMOND E. M. SECONDARY SCHOOL,KATHMANDU
7753,EVEREST FLORIDA SECONDARY SCHOOL,KATHMANDU
7754,ANUPAM (UNIQUE) ENGLISH BOARDING SECONDARY SCHOOL,KATHMANDU
7756,SAURYA INTERNATIONAL SECONDARY SCHOOL,KATHMANDU
7757,GLACIER INTERNATIONAL SECONDARY SCHOOL,KATHMANDU
7758,MAHANKAL JANA JAGRIT SECONDARY SCHOOL,KATHMANDU
7760,SWATI SADAN E. B. SECONDARY SCHOOL,KATHMANDU
7762,GANESH MAN SINGH MULTIPLE CAMPUS,KATHMANDU
7763,COLLEGE OF NATIONAL ACADEMIC SQUARE,KATHMANDU
7764,CENTRAL SECONDARY SCHOOL FOR THE DEAF SCHOOL,KATHMANDU
7765,MORGAN INTERNATIONAL SECONDARY SCHOOL,KATHMANDU
7766,GYAN NIKETAN ENGLISH BOARDING SECONDARY SCHOOL,KATHMANDU
7767,EAST POLE SECONDARY SCHOOL,KATHMANDU
7768,SAMATA SHIKSHYA NIKETAN SECONDARY SCHOOL,KATHMANDU
7769,HINDU VIDYAPEETH NEPAL SECONDARY SCHOOL,KATHMANDU
7771,ANGELS' HEART SECONDARY SCHOOL,KATHMANDU
7772,RISING STAR SECONDARY SCHOOL,KATHMANDU
7773,OLYMPIA WORLD SECONDARY SCHOOL,KATHMANDU
7775,TRIBHUVAN ADARSHA AWASIYA SECONDARY SCHOOL,KATHMANDU
7776,SIRJANA COLLEGE OF FINE ARTS SECONDARY SCHOOL,KATHMANDU
7777,GREEN KANTIPUR PUBLIC SECONDARY SCHOOL,KATHMANDU
7778,BANSBARI SECONDARY SCHOOL,KATHMANDU
7779,MAHENDRA RASTRIYA SECONDARY SCHOOL,KATHMANDU
7780,NEEL BARAHI SECONDARY SCHOOL,KATHMANDU
7781,NAGARJUN THULA GAON SECONDARY SCHOOL,KATHMANDU
7782,KATHMANDU UNIFIED CITY SECONDARY SCHOOL,KATHMANDU
7783,TEJ BINAYAK SECONDARY SCHOOL,KATHMANDU
7784,PHUTUNG SECONDARY SCHOOL,KATHMANDU
7785,NITEN MEMORIAL SCHOOL,KATHMANDU
7786,THE CHAND BAGH SCHOOL,KATHMANDU
7787,LAXMI SHIKSHYA SADAN SECONDARY SCHOOL,KATHMANDU
7789,CARINA INTERNATIONAL SECONDARY SCHOOL,KATHMANDU
7790,RISING RAYS BOARDING SCHOOL,KATHMANDU
7791,SAIPAL ACADEMY SECONDARY SCHOOL,KATHMANDU
7792,AGES GRADED ENGLISH SECONDARY  SCHOOL,KATHMANDU
7793,JANAVIKASH SECONDARY  SCHOOL,KATHMANDU
7794,OLIVER PUBLIC SECONDARY SCHOOL,KATHMANDU
7795,GREENLAND CHILDREN'S ACADEMY BOARDING SECONDARY SCHO,KATHMANDU
7796,BHIM SECONDARY SCHOOL,KATHMANDU
7797,BHAGAWATI SECONDARY SCHOOL,KATHMANDU
7798,HRIT ACADEMY SECONDARY SCHOOL,KATHMANDU
7799,THE INSIGHT VISION SECONDARY SCHOOL,KATHMANDU
7801,AMAR JYOTI HIGHER SECONDARY SCHOOL,KATHMANDU
7802,BIJESHWORI GYAN MANDIR SAINIK MAHAVIDYALAYA SECONDARY,KATHMANDU
7804,NATIONAL CREATIVE CO-EDUCATIONAL  SECONDARY SCHOOL,KATHMANDU
7805,GREENFIELD NATIONAL SECONDARY SCHOOL,KATHMANDU
7807,GRAMSHIKSHYA MANDIR SECONDARY SCHOOL,KATHMANDU
7809,NAGARJUN VALLEY ACADEMY SECONDARY SCHOOL,KATHMANDU
7811,SITAPAILA SECONDARY SCHOOL,KATHMANDU
7812,SIDDHI GANESH SECONDARY SCHOOL,KATHMANDU
7816,SACRED HEART SECONDARY BOARDING SCHOOL,KATHMANDU
7817,NEPAL A.P.F. SCHOOL,KATHMANDU
7819,GYANODAYA SECONDARY  SCHOOL,KATHMANDU
7820,DIKSHANTA ACADEMY SECONDARY SCHOOL,KATHMANDU
7821,WITS ACADEMY SECONDARY SCHOOL,KATHMANDU
7822,REED MODEL SCHOOL,KATHMANDU
7823,DIVYA GYAN ENGLISH BOARDING  SECONDARY  SCHOOL,KATHMANDU
7824,HEARTLAND ACADEMY SECONDARY SCHOOL,KATHMANDU
7825,VIDHYA SANSKAR SECONDARY SCHOOL,KATHMANDU
7826,KUMUDINI KUNJA H S SCHOOL,KATHMANDU
7828,NEW ZENITH ENGLISH MODEL SECONDARY SCHOOL,KATHMANDU
7829,RIVIERA INTERNATIONAL ACADEMY,KATHMANDU
7832,JAGANNATH SECONDARY SCHOOL,KATHMANDU
7833,BOUDHA ENGLISH SECONDARY SCHOOL,KATHMANDU
7834,ARMY EDUCATION WING SEONDARY SCHOOL,KATHMANDU
7835,AAKASH DEEP ENGLISH SECONDARY SCHOOL,KATHMANDU
7836,LALIGURANS BATIKA SECONDARY SCHOOL,KATHMANDU
7837,NEPAL YUBAK SECONDARY SCHOOL,KATHMANDU
7838,MANGALODAYA SECONDARY SCHOOL,KATHMANDU
7840,JANAPRABHAT SECONDARY SCHOOL,KATHMANDU
7842,MANAMAIJU SECONDARY SCHOOL,KATHMANDU
7854,KARDINAL INTERNATIONAL BOARDING SECONDARY SCHOOL,KATHMANDU
7857,PUSPA SADAN BOARDING SECONDARY SCHOOL,KATHMANDU
7869,MAHAN SIDDHARTHA SECONDARY SCHOOL,KATHMANDU
7874,RIPUMARDINI SAINIK SECONDARY SCHOOL,KATHMANDU
7888,LOYALTI ACADEMY SECONDARY SCHOOL,KATHMANDU
7893,SCHEMS PUBLIC SECONDARY SCHOOL,KATHMANDU
7896,KORONA SECONDARY SCHOOL,KATHMANDU
8001,SWARNIM SHIKSHA SADAN SECONDARY SCHOOL,JHAPA
8002,KARNALI INTERNATIONAL ENGLISH BOARDING SECONDARY SCHO,JHAPA
8003,CHILDREN GARDEN ENGLISH SECONDARY SCHOOL,JHAPA
8004,RUDRA MEMORIAL ENGLISH AWASIYA SECONDARY SCHOOL,JHAPA
8005,NEW HOPE ENGLISH BOARDING SECONDARY  SCHOOL,JHAPA
8006,DIPJAN ENGLISH BOARDING SECONDARY  SCHOOL,JHAPA
8007,MOUNT EVEREST SECONDARY SCHOOL,JHAPA
8008,HOLY BELL ENGLISH BOARDING SECONDARY SCHOOL,JHAPA
8009,BAL KALYAN SECONDARY SCHOOL,JHAPA
8010,RUPRATNA MEMORIAL BOARDING SECONDARY SCHOOL,JHAPA
8011,MUNAMADAN ACADEMY SECONDARY SCHOOL,JHAPA
8012,ST. XAVIERS  SECONDARY SCHOOL,JHAPA
8013,LAXMI SECONDARY SCHOOL,JHAPA
8014,LAXMI PRASAD DEVKOTA SECONDARY SCHOOL,JHAPA
8015,SANGABED SANSKRIT SECONDARY SCHOOL,JHAPA
8017,SINGHA DEVI SECONDARY SCHOOL,JHAPA
8018,CHANDRA BHANU JYOTI SECONDARY SCHOOL,JHAPA
8019,VIDYA NIKETAN SECONDARY SCHOOL,JHAPA
8020,BIDUR ENGLISH SECONDARY SCHOOL,JHAPA
8021,SARSWATI BALKALYAN SECONDARY SCHOOL,JHAPA
8022,VIDYODAYA SHISHU SADAN SECODARY SCHOOL,JHAPA
8023,DHRUBA TARA RESIDENTIAL SECONDARY SCHOOL,JHAPA
8025,NEW GEOFFREY ENGLISH SECONDARY SCHOOL,JHAPA
8101,ULLENS SECONDARY SCHOOL,LALITPUR
8102,BANIBILAS SECONDARY SCHOOL,LALITPUR
8103,NARAYANI SECONDARY SCHOOL,LALITPUR
8104,SHREE 5 MAHENDRA SECONDARY SCHOOL,LALITPUR
8105,BALESHWORI SECONDARY SCHOOL,LALITPUR
8106,MEGA SECONDARY SCHOOL,LALITPUR
8107,BUDDHA SECONDARY SCHOOL,LALITPUR
8108,LOK SMRITI SECONDARY SCHOOL,LALITPUR
8109,LIVING STONE ACADEMY SECONDARY  SCHOOL,LALITPUR
8110,BISHWAMITRA GANESH SECONDARY SCHOOL,LALITPUR
8112,NEPAL DON BOSCO SECONDARY SCHOOL,LALITPUR
8113,CHANDI ADARSHA SARAL SECONDARY SCHOOL,LALITPUR
8116,ST. XAVIER'S SECONDARY SCHOOL,LALITPUR
8201,NATIONAL INVENTIVE SECONDARY BOARDING SCHOOL,KASKI
8202,ANAND JYOTI SECONDARY SCHOOL,KASKI
8203,SHANTA SECONDARY SCHOOL,KASKI
8204,GOLDEN FUTURE BOARDING SECONDARY SCHOOL,KASKI
8205,GURUKUL BIDHYA SADAN SECONDARY SCHOOL,KASKI
8206,BAHADURE SECONDARY SCHOOL,KASKI
8207,SPIRAL GALAXY ACADEMY SECONDARY SCHOOL,KASKI
8208,RATNA JYOTI ENGLISH BOARDING SECONDARY SCHOOL,KASKI
8209,MORNING STAR AWASIYA SECONDARY SCHOOL,KASKI
8210,MACHHAPURCHHRE SECONDARY SCHOOL,KASKI
8211,BHABISHYA NIRMAN SECONDARY SCHOOL,KASKI
8212,BAL MANDIR SECONDARY SCHOOL,KASKI
8213,SAINIK AWASIYA MAHAVIDYALAYA SECONDARY SCHOOL,KASKI
8214,RAMESHWORI SECONDARY SCHOOL,KASKI
8215,EXARMY PUBLIC SECONDARY SCHOOL,KASKI
8216,SITARAM SECONDARY SCHOOL,KASKI
8217,HILL POINT SECONDARY SCHOOL,KASKI
8218,RAINBOW ACADEMIC HOMES SECONDARY SCHOOL,KASKI
8219,MARIGOLD ENGLISH BOARDING SECONDARY  SCHOOL,KASKI
8220,GOLDEN NATURE SECONDARY SCHOOL,KASKI
8221,KASKI MODERNIZED ACADEMY SECONDARY  SCHOOL,KASKI
8222,JYOTI KUNJ SECONDARY ENGLISH SCHOOL,KASKI
8223,SITALA DEVI SAMUDAHIK SECONDARY SCHOOL,KASKI
8224,SAHID SMRITI AWASIYA SECONDARY SCHOOL,KASKI
8225,TARAKUNJ ENGLISH BOARDING SECONDARY SCHOOL,KASKI
8227,WELL KNOWN ACADEMY SECONDARY SCHOOL,KASKI
8229,BHASKER MEMORIAL SECONDARY SCHOOL,KASKI
8230,OXFORD SECONDARY SCHOOL,KASKI
8231,POKHARA KINDERGARTEN SECONDARY SCHOOL,KASKI
8233,BAL KALYAN BOARDING SECONDARY SCHOOL,KASKI
8240,POKHARA CHISAKHOLA VEDA VIDYASHRAM,KASKI
8241,MESHRAM BARAHA SECONDARY SCHOOL,KASKI
8301,SARWAJANIK SECONDARY SCHOOL,MORANG
8302,SUNBARSI SECONDARY SCHOOL,MORANG
8304,EVEREST ENGLISH BOARDING SECONDARY SCHOOL,MORANG
8305,EUROKIDS NEPAL SECONDARY SCHOOL,MORANG
8306,JANAPATH SECONDARY SCHOOL,MORANG
8307,KALI SECONDARY SCHOOL,MORANG
8308,JANATA SECONDARY SCHOOL,MORANG
8309,BHRIKUTI MODEL ACADEMY SECONDARY SCHOOL,MORANG
8310,REDSTAR ENGLISH BOARDING SECONDARY SCHOOL,MORANG
8311,BRIGHT FUTURE SECONDARY SCHOOL,MORANG
8312,DELHI PUBLIC SECONDARY SCHOOL,MORANG
8313,EVEREST SECONDARY SCHOOL,MORANG
8314,GODAWARI VIDYA MANDIR BOARDING SECONDARY SCHOOL,MORANG
8316,SIDDHARTHA SECONDARY SCHOOL,MORANG
8318,PINAKAL GYAN MANDIR SECONDARY SCHOOL,MORANG
8319,BUDDHA ENGLISH BOARDING SCHOOL,MORANG
8320,BAL PRATIVA ENGLISH SECONDARY SCHOOL,MORANG
8322,DHANPAL SECONDARY SCHOOL,MORANG
8323,LAXMI SECONDARY SCHOOL,MORANG
8324,SHREE SECONDARY SCHOOL,MORANG
8325,MOONLIGHT MODEL SECONDARY SCHOOL,MORANG
8326,MILLS SECONDARY SECONDARY,MORANG
8331,SHIKSHA NIKETAN SECONDARY SCHOOL,MORANG
8403,TENUHAWA SAMUDAYIK SECONDRARY SCHOOL,RUPANDEHI
8406,CHILHIYA SECONDRARY SCHOOL,RUPANDEHI
8409,JOGADA SECONDRARY SCHOOL,RUPANDEHI
8411,JANAKALYAN SECONDARY SCHOOL,RUPANDEHI
8413,KUNWARWARTI ENGLISH BOARDING SECONDARY SCHOOL,RUPANDEHI
8417,JITESWARI SECONDARY SCHOOL,RUPANDEHI
8502,HILLBIRD AAWASIYA SECONDARY SCHOOL,CHITAWAN
8504,PRAGATI PATHASHALA SECONDARY SCHOOL,CHITAWAN
8505,SHREE RAM BAIDIK SASKRIT GURUKULAM SECONDARY SCHOOL,CHITAWAN
8601,JANATA SECONDARY SECHOOL,Nawalparasi East
8602,BHANUDAYA SECONDARY SCHOOL,Nawalparasi East
8604,DIPAK SECONDARY SCHOOL,Nawalparasi West
8605,NEPAL SHANTI SECONDARY SCHOOL,Nawalparasi East
8606,RAMAWAPUR SECONDARY SCHOOL,Nawalparasi West
8607,BHAGWATI SECONDRAY SCHOOL,Nawalparasi West
238,JALASINGHA SECONDARY SCHOOL,PANCHTHAR
347,SUNRISE ENGLISH SECONDARY SCHOOL,ILAM
665,SAYAPATRI SHISHU SADAN ENGLISH SECONDARY SCHOOL,SUNSARI
683,BHRIKUTI BOARDING SECONDARY SCHOOL,SUNSARI
685,STANDARD BOARDING SECONDARY SCHOOL,SUNSARI
686,BAL BIKAS ENGLISH BOARDING SECONDARY SCHOOL,SUNSARI
687,JYOTI SECONDARY SCHOOL,SUNSARI
688,SUSHMA SECONDARY SCHOOL,SUNSARI
689,JEEVAN JYOTI SECONDARY SCHOOL,SUNSARI
690,SARASWATI SATAN SECONDARY SCHOOL,SUNSARI
691,SUNSARI CRYSTAL ACADEMY,SUNSARI
692,ITAHARI NOBEL ACADEMY,SUNSARI
1030,BEHERESHWAR SECONDARY SCHOOL,BHOJPUR
1129,CHHESKAM SECONDARY SCHOOL,SOLUKHUMBU
1232,SHREE KALIKA SECONDARY SCHOOL,OKHALDHUNGA
1233,SHREE MANAKAMANA SECONDARY SCHOOL,OKHALDHUNGA
1547,BAL BODH SECONDARY SCHOOL,SAPTARI
1553,LITTLE ENGELS MODERN SS,SAPTARI
1555,SHREE 5 MAHENDRA SECONDARY SCHOOL,SAPTARI
1556,NARENDRA MEMORIAL PUBLIC SECONDARY SCHOOL,SAPTARI
1658,BAL SIKSHA SADAN,SIRAHA
1661,SHREE SUNDAR JANATA SECONDRAY SCHOOL,SIRAHA
1662,POLAR STAR SECONDARY ENGLISH BOARDING SCHOOL,SIRAHA
1663,SWASTIK PATHSHALA,SIRAHA
1664,AADARSHA SHIKSHA SADAN MIRCHAIYA,SIRAHA
1666,"G.B. SHAW, THE ELITE ENGLISH SCHOOL",SIRAHA
1667,SHREE SAGARMATHA SECONDARY SCHOOL,SIRAHA
1705,CHHIRESHWAR JANATA SECONDARY SCHOOL,DHANUSA
1738,NOBLE  ENGLISH BOARDING SECONDARY SCHOOL,DHANUSA
1777,SARVODAYA BOARDING SECONDARY SCHOOL,DHANUSA
1778,SARVODAYA BOARDING SECONDARY SCHOOL,DHANUSA
1847,RAJKIYA SANSKRIT SECONDARY SCHOOL,MAHOTTARI
1850,SUNSHINE BOARDING SECONDARY SCHOOL,MAHOTTARI
1851,SHREE SECONDARY SCHOOL,MAHOTTARI
1852,SHREE ICHCHHESHWAR SECONDARY SCHOOL,MAHOTTARI
1853,SHREE SECONDARY SCHOOL,MAHOTTARI
1854,MOTHER TERESA KIDDY CONVENT ENGLISH BOARDING SECONDA,MAHOTTARI
1939,JANATA SECONDARY SCHOOL,SARLAHI
1961,SHREE TAPASWI JAGDEV SECONDARY SCHOOL,SARLAHI
1964,NARAYAN HARI SECONDARY SCHOOL,SARLAHI
1965,SHREE JANTA SECONDARY SCHOOL,SARLAHI
2147,BHIMESHWOR PRASUN KANDEL SECONDARY SCHOOL,RAMECHHAP
2148,RENUKA DEVI SECONDARY SCHOOL,RAMECHHAP
2359,MANGALAMAI SECONDARY SCHOOL,SINDHUPALCHOK
2360,SAMPADA SECONDARY SCHOOL,SINDHUPALCHOK
2488,HIMALAYA SECONDARY SCHOOL,KAVREPALANCHOK
2489,KATHMANDU UNIVERSITY SECONDARY SCHOOL,KAVREPALANCHOK
2491,LILAWATI NATIONAL ACADEMY SECONDARY SCHOOL,KAVREPALANCHOK
2493,SIDDHARTHA VANASTHALI INSTITUTE SECONDARY SCHOOL,KAVREPALANCHOK
2495,POKRA SECONDARY SCHOOL,KAVREPALANCHOK
2496,GRAMONNATI SECONDARY SCHOOL,KAVREPALANCHOK
2565,GAURISHANKAR ENGLISH BOARDING SECONDARY SCHOOL,LALITPUR
2579,PAWAN PRAKRITI ENGLISH SECONDARY SCHOOL,LALITPUR
2599,SAGARMATHA AWASIYA SECONDARY SCHOOL,LALITPUR
2644,BHAKTAPUR ENGLISH BOARDING SECONDARY SCHOOL,BHAKTAPUR
2646,BHAKTAPUR NIST SECONDARY SCHOOL,BHAKTAPUR
2647,VINAYAK SHIKSHA NIKETAN ENGLISH SECONDARY SCHOOL,BHAKTAPUR
2650,GANESH SECONDARY SCHOOL,BHAKTAPUR
2702,GALAXY PUBLIC SECONDARY SCHOOL,KATHMANDU
2724,UNIVERSAL COLLEGE SECONDARY SCHOOL,KATHMANDU
2768,NAVA JYOTI ENGLISH SECONDARY SCHOOL,KATHMANDU
2854,LAXMESHWARI SECONDARY SCHOOL,NUWAKOT
2855,KAUKESWARI SECONDARY SCHOOL,NUWAKOT
3059,MAHENDRODAYA SECONDARY SCHOOL,DHADING
3060,RASTRIYA SECONDARY SCHOOL,DHADING
3061,BHUWANESHWORI SECONDARY SCHOOL,DHADING
3062,PIPAL BHANJYANG SECONDARY SCHOOL,DHADING
3063,CHAUTARA SECONDARY SCHOOL,DHADING
3064,MAHAKALI SECONDARY SCHOOL,DHADING
3065,AMARKHU SECONDARY SCHOOL,DHADING
3066,MINUDKA SECONDARY SCHOOL,DHADING
3140,HIMALAYA ENGLISH BOARDING SCHOOL,MAKWANPUR
3147,SUNDARI DEVI SECONDARY SCHOOL,MAKWANPUR
3148,BAGMATI SECONDARY SCHOOL,MAKWANPUR
3248,SHREE SECONDARY SCHOOL,RAUTAHAT
3249,SHREE SECONDARY SCHOOL,RAUTAHAT
3252,SARASWOTI SECONDARY SCHOOL,RAUTAHAT
3338,NEPAL RASTRIYA SECONDARY SCHOOL,BARA
3340,BENGA SAH SECONDARY SCHOOL,BARA
3356,SHREE SIDDHESHWOR SANSKRIT SECONDARY SCHOOL,BARA
3439,SUNLIGHT ENGLISH SECONDARY SCHOOL,PARSA
3440,JIWANJYOTI SECONDARY SCHOOL,PARSA
3445,SAUTHZONE SECONDARY SCHOOL,PARSA
3446,MAISKAT ACADEMY,PARSA
3447,ST. JOHN'S SECONDARY SCHOOL,PARSA
3449,MANAKAMANA SECONDARY SCHOOL,PARSA
3453,VIDHYA SADAN SECONDARY SCHOOL,PARSA
3457,SUNRISE ENGLISH BOARDING SECONDARY SCHOOL,PARSA
3458,HOLY ANGLES SECONDARY SCHOOL,PARSA
3459,GYANODAYA BAL SECONDARY SCHOOL,PARSA
3460,MOTHERLAND SECONDARY SCHOOL,PARSA
3461,MOON LIGHT ENGLISH BOARDING SECONDARY SCHOOL,PARSA
3462,PEACE ZONE ACADEMY,PARSA
3464,NEPAL RASTRIYA SECONDARY SCHOOL,PARSA
3465,BITO MAHATO JANATA SECONDARY SCHOOL,PARSA
3466,NEPAL RASTRIYA SECONDARY SCHOOL,PARSA
3467,NEPAL RASTRIYA SECONDARY SCHOOL,PARSA
3471,HIMALAYAN SECONDARY SCHOOL,PARSA
3472,BEACON ENGLISH SECONDARY SCHOOL,PARSA
3473,NE.RA. SECONDARY SCHOOL,PARSA
3474,CITY SCHOOL OF BIRGUNJ SECONDARY SCHOOL,PARSA
3475,NEPAL RASTRIYA SECONDARY SCHOOL,PARSA
3476,DIVYA KANYA SECONDARY SCHOOL,PARSA
3593,SMALL HEVEN MODEL SECONDARY SCHOOL,CHITAWAN
3599,HIMALAYAN SECONDARY ENGLISH BOARDING SCHOOL,CHITAWAN
3738,SHISHU VIDHYASHRAM SECONDARY SCHOOL,LAMJUNG
3877,LITTLE GARDEN ENGLISH BOARDING SCHOOL,TANAHU
3880,VED VEDANGA SECONDARY SCHOOL,TANAHU
3881,MAHESH SANSKRIT GURUKULAM,TANAHU
3882,HIMALAYA SECONDARY SCHOOL,TANAHU
3883,CHOK SECONDARY SCHOOL,TANAHU
3884,RASTRIYA  SECONDARY SCHOOL,TANAHU
3885,SARASWATI SECONDARY SCHOOL,TANAHU
3990,BAL JYOTI ENGLISH BOARDING SCHOOL,SYANGJA
4093,MAHENDRA SECONDARY SCHOOL,KASKI
4204,GYANODAYA SECONDARY SCHOOL,MUSTANG
4441,DHARMODAYA SECONDARY SCHOOL,PARBAT
4442,LIMITHANA SECONDARY SCHOOL,PARBAT
4443,JANAKALYAN SECONDARY SCHOOL,PARBAT
4569,CHILDREN LIFE ENGLISH BOARDING SCHOOL,BAGLUNG
4570,"GYANODAYA SECONDARY SCHOOL,",BAGLUNG
4571,RATNA RAJYA LAXMI SECONDARY SCHOOL,BAGLUNG
4572,GYANENDRA SECONDARY SCHOOL,BAGLUNG
4659,RESUNGA SECONDARY SCHOOL,GULMI
4660,DIPAK SECONDARY SCHOOL,GULMI
4767,GYANODAYA SECONDARY SCHOOL,PALPA
4769,BETHEL ENGLISH BOARDING SECONDARY SCHOOL,PALPA
4770,ANANDA NIKETAN VIDYASHRAM SECONDARY SCHOOL,PALPA
4771,SIDDHARTHA SECONDARY SCHOOL,PALPA
4772,MOUNT VALLY ENGLISH SECONDARY SCHOOL,PALPA
5037,TRIBHUVAN SECONDARY SCHOOL,KAPILVASTU
5045,KAPILVASTU GYANJYOTI SHIKSHA SADAN SECONDARY SCHOOL,KAPILVASTU
5046,HATHAUSA LITTLE STAR ENGLISH BOARDING SECONDARY SCHOO,KAPILVASTU
5052,JANACHETANA COMMUNITY SECONDARY SCHOOL,KAPILVASTU
5053,SHIVGADHI ENGLISH SECONDARY SCHOOL,KAPILVASTU
5054,GANGA JYOTI SECONDARY SCHOOL,KAPILVASTU
5323,RASTRIYA SECONDARY SCHOOL,ROLPA
5519,NEPAL RASTRIYA SECONDARY SCHOOL,SALYAN
5525,NIRAJAN SECONDARY SCHOOL,SALYAN
5608,RAPTI VIDYA MANDIR AWASIYA SECONDARY SCHOOL,DANG
5636,SHANTI SUDHA ENGLISH BOARDING SECONDARY SCHOOL,DANG
5667,GORAKSHA RATANATH SECONDARY SCHOOL,DANG
5668,HIMAL ACADEMY DANG,DANG
5669,MA.VI TULSIPUR,DANG
5670,DIVINE TEMPLE ACADEMY,DANG
5671,SURYA BINAYAK SECONDARY SCHOOL,DANG
5741,SUN BEAM  ENGLISH MEDIUM SECONDARY SCHOOL,BANKE
5746,SHAHIDSMARAK SECONDARY SCHOOL,BANKE
5758,BAGESWORI ACADEMY,BANKE
5961,DEUTI BIDHYA NIKETAN,SURKHET
5967,NEPAL RASTRIYA SECONDARY SCHOOL,SURKHET
5968,PUBLIC ACADEMY,SURKHET
5969,ADVANCE W.E.M. SECONDARY SCHOOL,SURKHET
5971,SIDDHA PAILA E.M. SECONDARY SCHOOL,SURKHET
6047,SARASWATI SECONDARY SCHOOL,DAILEKH
6048,GAINDAWAJA SECONDARY SCHOOL,DAILEKH
6123,RAMODAYA SECONDARY SCHOOL,JAJARKOT
6436,PANCHA KALIKA SECONDARY SCHOOL,KALIKOT
6608,MAHABAUDHA SECONDARY SCHOOL,HUMLA
6609,DHARAMODAYA SECONDARY SCHOOL,HUMLA
6610,KARNALI MODEL SECONDARY SCHOOL,HUMLA
6845,DAULICHAUR SECONDARY SCHOOL,BAJHANG
7175,H.S.SCHOOL,KAILALI
7195,RADIANTMONTESSORI ENGLISH SECONDARY SCHOOL,KAILALI
7198,THKERAJ SECONDARY SCHOOL,KAILALI
7282,UNITED PUBLIC SECONDARY SCHOOL,KANCHANPUR
7284,SHREE SHARADA RASTRIYA SECONDARY SCHOOL,KANCHANPUR
7285,SHREE SUNLIGHT PUBLIC SCHOOL,KANCHANPUR
7286,NAVYUG BAL VIDHYALAYA,KANCHANPUR
7458,BHUMIRAJ SECONDARY SCHOOL,BAITADI
7459,MALIKA SECONDARY SCHOOL,BAITADI
7460,NILPALESHOWAR SECONDARY SCHOOL,BAITADI
7603,AMAR ADARSHA AAWASIYA SECONDARY SCHOOL,KATHMANDU
