loc_id,province,district,local_level,ward_no
4050432,Gandaki,Kaski,Pokhara  Mahanagrpalika,32
4050401,Gandaki Province,Kaski ,Pokhara Lekhnath Mahanagrpalik,1
4050433,Gandaki,Kaski,Pokhara  Mahanagrpalika,33
4050425,Gandaki,Kaski,Pokhara  Mahanagrpalika,25
4050402,Gandaki,Kaski,Pokhara  Mahanagrpalika,2
4050421,Gandaki,Kaski,Pokhara  Mahanagrpalika,21
4050420,Gandaki,Kaski,Pokhara  Mahanagrpalika,20
4050426,Gandaki,Kaski,Pokhara  Mahanagrpalika,26
4050431,Gandaki,Kaski,Pokhara  Mahanagrpalika,31
4050427,Gandaki,Kaski,Pokhara  Mahanagrpalika,27
4050429,Gandaki,Kaski,Pokhara  Mahanagrpalika,29
4050406,Gandaki,Kaski,Pokhara  Mahanagrpalika,6
4050403,Gandaki,Kaski,Pokhara  Mahanagrpalika,3
4050411,Gandaki,Kaski,Pokhara  Mahanagrpalika,11
4050414,Gandaki,Kaski,Pokhara  Mahanagrpalika,14
4050418,Gandaki,Kaski,Pokhara  Mahanagrpalika,18
4050422,Gandaki,Kaski,Pokhara  Mahanagrpalika,22
4050419,Gandaki,Kaski,Pokhara  Mahanagrpalika,19
4050408,Gandaki,Kaski,Pokhara  Mahanagrpalika,8
4050430,Gandaki,Kaski,Pokhara  Mahanagrpalika,30
4050428,Gandaki,Kaski,Pokhara  Mahanagrpalika,28
4050417,Gandaki,Kaski,Pokhara  Mahanagrpalika,17
4050410,Gandaki,Kaski,Pokhara  Mahanagrpalika,10
4050407,Gandaki,Kaski,Pokhara  Mahanagrpalika,7
4050412,Gandaki,Kaski,Pokhara  Mahanagrpalika,12
4050404,Gandaki,Kaski,Pokhara  Mahanagrpalika,4
4050424,Gandaki,Kaski,Pokhara  Mahanagrpalika,24
4050409,Gandaki,Kaski,Pokhara  Mahanagrpalika,9
4050415,Gandaki,Kaski,Pokhara  Mahanagrpalika,15
4050405,Gandaki,Kaski,Pokhara  Mahanagrpalika,5
4050505,Gandaki,Kaski,Rupa Gaunpalika,5
4050503,Gandaki,Kaski,Rupa Gaunpalika,3
4050504,Gandaki,Kaski,Rupa Gaunpalika,4
4050507,Gandaki,Kaski,Rupa Gaunpalika,7
4050501,Gandaki,Kaski,Rupa Gaunpalika,1
4050502,Gandaki,Kaski,Rupa Gaunpalika,2
4050506,Gandaki,Kaski,Rupa Gaunpalika,6
1111206,Koshi,JHAPA,Birtamod Municipality,6
1111205,Province 1,Jhapa,Birtamod Municipality,5
1111204,Koshi,JHAPA,Birtamod Municipality,4
1111203,Koshi,JHAPA,Birtamod Municipality,3
1111201,Koshi,JHAPA,Birtamod Municipality,1
1110205,Koshi,JHAPA,Buddhashanti Rural Municipality,5
1111202,Koshi,JHAPA,Birtamod Municipality,2
1110305,Koshi,JHAPA,Arjundhara Municipality,5
1110306,Koshi,JHAPA,Arjundhara Municipality,6
1111208,Province 1,Jhapa,Birtamod Municipality,8
1110304,Koshi,Jhapa,Arjundhara Nagarpalika,4
1110303,Koshi,Jhapa,Arjundhara Nagarpalika,3
1110302,Koshi,Jhapa,Arjundhara Nagarpalika,2
1110301,Koshi,Jhapa,Arjundhara Nagarpalika,1
1110307,Koshi,JHAPA,Arjundhara Municipality,7
1110309,Koshi,JHAPA,Arjundhara Municipality,9
1110308,Koshi,JHAPA,Arjundhara Municipality,8
1111104,Koshi,Jhapa,Bahradashi Gaunpalika,4
1111103,Koshi,Jhapa,Bahradashi Gaunpalika,3
1111102,Koshi,Jhapa,Bahradashi Gaunpalika,2
1111101,Koshi,Jhapa,Bahradashi Gaunpalika,1
1111106,Koshi,Jhapa,Bahradashi Gaunpalika,6
1111107,Koshi,Jhapa,Bahradashi Gaunpalika,7
4050400,Gandaki,KASKI,Pokhara Metropolitan City,0
1110101,Koshi,JHAPA,Mechinagar Municipality,1
1110103,Koshi,JHAPA,Mechinagar Municipality,3
1110102,Koshi,JHAPA,Mechinagar Municipality,2
1110104,Koshi,JHAPA,Mechinagar Municipality,4
1110108,Koshi,JHAPA,Mechinagar Municipality,8
1110110,Province 1,Jhapa,Mechinagar Municipality,10
1110109,Province 1,Jhapa,Mechinagar Municipality,9
1111403,Koshi,Jhapa,Bhadrapur Nagarpalika,3
1111402,Koshi,Jhapa,Bhadrapur Nagarpalika,2
1110809,Koshi,JHAPA,Gauradaha Municipality,9
1110805,Koshi,JHAPA,Gauradaha Municipality,5
1111507,Koshi,JHAPA,Kachankawal Rural Municipality,7
1111506,Koshi,JHAPA,Kachankawal Rural Municipality,6
1111509,Koshi,JHAPA,Kachankawal Rural Municipality,9
1111502,Koshi,JHAPA,Kachankawal Rural Municipality,2
1111500,Koshi,JHAPA,Kachankawal Rural Municipality,0
1110705,Koshi,Jhapa,Damak Municipality,5
1110707,Koshi,Jhapa,Damak Municipality,7
1110704,Koshi,Jhapa,Damak Municipality,4
1110702,Koshi,Jhapa,Damak Municipality,2
1110703,Koshi,Jhapa,Damak Municipality,3
1110706,Koshi,Jhapa,Damak Municipality,6
1111411,Koshi,JHAPA,Bhadrapur Municipality,11
1111405,Koshi,JHAPA,Bhadrapur Municipality,5
1111408,Province 1,Jhapa,Bhadrapur Municipality,8
1111407,Koshi,JHAPA,Bhadrapur Municipality,7
1111406,Koshi,JHAPA,Bhadrapur Municipality,6
1111409,Koshi,JHAPA,Bhadrapur Municipality,9
1110801,Koshi,Jhapa,Gauradhaha Municipality,1
1110802,Koshi,Jhapa,Gauradhaha Municipality,2
1110202,Koshi,JHAPA,Buddhashanti Rural Municipality,2
1110208,Koshi,JHAPA,Buddhashanti Rural Municipality,8
1110201,Koshi,JHAPA,Buddhashanti Rural Municipality,1
1110203,Koshi,JHAPA,Buddhashanti Rural Municipality,3
1110906,Koshi,Jhapa,Gauriganj Gaunpalika,6
1110905,Koshi,Jhapa,Gauriganj Gaunpalika,5
1110908,Koshi,Jhapa,Gauriganj Gaunpalika,8
1110903,Koshi,Jhapa,Gauriganj Gaunpalika,3
1111105,Koshi,JHAPA,Bahradashi Rural Municipality,5
1111007,Koshi,JHAPA,Jhapa Rural Municipality,7
1111301,Koshi,Jhapa,Haldibari Gaunpalika,1
1111304,Koshi,Jhapa,Haldibari Gaunpalika,4
1111303,Koshi,Jhapa,Haldibari Gaunpalika,3
1111410,Koshi,JHAPA,Bhadrapur Municipality,10
1111005,Koshi,Jhapa,Jhapa Gaunpalika,5
1111003,Koshi,Jhapa,Jhapa Gaunpalika,3
1110106,Koshi,JHAPA,Mechinagar Municipality,6
1111504,Koshi,Jhapa,Kachankawal Rural Municipality,4
1111505,Koshi,Jhapa,Kachankawal Rural Municipality,5
1111501,Koshi,Jhapa,Kachankawal Rural Municipality,1
1110701,Koshi,JHAPA,Damak Municipality,1
1110709,Province 1,Jhapa,Damak Municipality,9
1110708,Koshi,JHAPA,Damak Municipality,8
1110712,Province 1,Jhapa,Damak Municipality,12
1110710,Koshi,JHAPA,Damak Municipality,10
1110718,Koshi,JHAPA,Damak Municipality,18
1110716,Koshi,Jhapa,Damak Municipality,16
1110700,Koshi,JHAPA,Damak Municipality,0
1111108,Province 1,Jhapa,Barhadashi Rural Municipality,8
1110401,Koshi,Jhapa,Kanakai Municipality,1
1110403,Koshi,Jhapa,Kanakai Municipality,3
1110408,Koshi,Jhapa,Kanakai Municipality,8
1110112,Koshi,JHAPA,Mechinagar Municipality,12
1110111,Koshi,JHAPA,Mechinagar Municipality,11
1110113,Koshi,Jhapa,Mechinagar Nagarpalika,13
1110501,Koshi,JHAPA,Shivasatakshi Municipality,1
1110503,Koshi,JHAPA,Shivasatakshi Municipality,3
1110502,Koshi,JHAPA,Shivasatakshi Municipality,2
1110505,Koshi,Jhapa,Shivasatakshi Municipility,5
1110511,Koshi,JHAPA,Shivasatakshi Municipality,11
1110508,Koshi,Jhapa,Shivasatakshi Municipility,8
1110510,Koshi,Jhapa,Shivasatakshi Municipility,10
1110114,Koshi,JHAPA,Mechinagar Municipality,14
1110107,Province 1,Jhapa,Mechinagar Municipality,7
1111210,Province 1,Jhapa,Birtamod Municipality,10
1111209,Koshi,JHAPA,Birtamod Municipality,9
1111207,Province 1,Jhapa,Birtamod Municipality,7
1110803,Koshi,JHAPA,Gauradaha Municipality,3
1110904,Koshi,JHAPA,Gauriganj Rural Municipality,4
1110901,Koshi,JHAPA,Gauriganj Rural Municipality,1
1110406,Koshi,JHAPA,Kanakai Municipality,6
1110409,Koshi,JHAPA,Kanakai Municipality,9
1110400,Koshi,JHAPA,Kanakai Municipality,0
1110407,Koshi,JHAPA,Kanakai Municipality,7
1111309,Koshi,JHAPA,Haldibari Rural Municipality,9
1111306,Koshi,JHAPA,Haldibari Rural Municipality,6
1111302,Koshi,JHAPA,Haldibari Rural Municipality,2
1111300,Koshi,JHAPA,Haldibari Rural Municipality,0
1111307,Province 1,Jhapa,Haldibari Rural Municipality,7
1111305,Koshi,JHAPA,Haldibari Rural Municipality,5
1111308,Koshi,JHAPA,Haldibari Rural Municipality,8
1110808,Koshi,JHAPA,Gauradaha Municipality,8
1110807,Koshi,JHAPA,Gauradaha Municipality,7
1110115,Koshi,JHAPA,Mechinagar Municipality,15
1110806,Koshi,JHAPA,Gauradaha Municipality,6
1110902,Koshi,JHAPA,Gauriganj Rural Municipality,2
1111001,Koshi,JHAPA,Jhapa Rural Municipality,1
1111002,Koshi,JHAPA,Jhapa Rural Municipality,2
1111004,Province 1,Jhapa,Jhapa Rural Municipality,4
1110605,Koshi,JHAPA,Kamal Rural Municipality,5
1110606,Province 1,Jhapa,Kamal Rural Municipality,6
1110607,Koshi,JHAPA,Kamal Rural Municipality,7
1110601,Koshi,JHAPA,Kamal Rural Municipality,1
1110608,Koshi,JHAPA,Kamal Rural Municipality,8
1110602,Province 1,Jhapa,Kamal Rural Municipality,2
1110604,Province 1,Jhapa,Kamal Rural Municipality,4
1110804,Koshi,JHAPA,Gauradaha Municipality,4
1111404,Koshi,JHAPA,Bhadrapur Municipality,4
1110100,Koshi,JHAPA,Mechinagar Municipality,0
1110105,Koshi,JHAPA,Mechinagar Municipality,5
1110504,Koshi,JHAPA,Shivasatakshi Municipality,4
1111503,Koshi,JHAPA,Kachankawal Rural Municipality,3
1111508,Koshi,JHAPA,Kachankawal Rural Municipality,8
1111401,Koshi,JHAPA,Bhadrapur Municipality,1
1110310,Koshi,JHAPA,Arjundhara Municipality,10
1110311,Koshi,JHAPA,Arjundhara Municipality,11
1110509,Koshi,JHAPA,Shivasatakshi Municipality,9
1110506,Province 1,Jhapa,Shivasatakshi Municipality,6
1110507,Province 1,Jhapa,Shivasatakshi Municipality,7
1110207,Koshi,JHAPA,Buddhashanti Rural Municipality,7
1110204,Koshi,JHAPA,Buddhashanti Rural Municipality,4
1110206,Koshi,JHAPA,Buddhashanti Rural Municipality,6
1111006,Koshi,JHAPA,Jhapa Rural Municipality,6
1111008,Province 1,Jhapa,Jhapa Rural Municipality,8
1111009,Koshi,JHAPA,Jhapa Rural Municipality,9
1110404,Koshi,JHAPA,Kanakai Municipality,4
1110402,Koshi,JHAPA,Kanakai Municipality,2
1110417,Koshi,JHAPA,Kanakai Municipality,17
1110405,Koshi,JHAPA,Kanakai Municipality,5
1110603,Koshi,JHAPA,Kamal Rural Municipality,3
4020205,Gandaki,MANANG,Manang Ngisyang Rural Municipality,5
4020203,Gandaki,MANANG,Manang Ngisyang Rural Municipality,3
4020304,Gandaki,Manang,Chame Gaunpalika,4
4020301,Gandaki,Manang,Chame Gaunpalika,1
4020303,Gandaki,MANANG,Chame Rural Municipality,3
4020302,Gandaki,MANANG,Chame Rural Municipality,2
4020201,Gandaki,MANANG,Manang Ngisyang Rural Municipality,1
4020102,Gandaki,Manang,Narpa Bhumi Gaunpalika,2
4020204,Gandaki,MANANG,Narso Rural Municipality,4
4020202,Gandaki,MANANG,Narso Rural Municipality,2
4020206,Gandaki,Manang,Narso Gaunpalika,6
4020209,Gandaki,Manang,Narso Gaunpalika,9
4020105,Gandaki,Manang,Narpa Bhumi Rural Municipality,5
4020207,Gandaki,Manang,Manang Ngisyang Gaunpalika,7
4020101,Gandaki,MANANG,Narpa Bhumi Rural Municipality,1
4020208,Gandaki,Manang,Narso Rural Municipality,8
4030101,Gandaki,Mustang,Lo Ghekar Damodarkunda Rural Municipality,1
4030105,Gandaki,Mustang,Lo Ghekar Damodarkunda Rural municipality,5
4030104,Gandaki,Mustang,Lo Ghekar Damodarkunda Rural municipality,4
4030102,Gandaki,Mustang,Lo Ghekar Damodarkunda Rural municipality,2
4030103,Gandaki,Mustang,Lo Ghekar Damodarkunda Rural municipality,3
4030203,Gandaki,Mustang,Gharapjhong Gaunpalika,3
4030205,Gandaki,Mustang,Gharapjhong Gaunpalika,5
4030204,Gandaki,Mustang,Gharapjhong Gaunpalika,4
4030403,Gandaki,MUSTANG,Lomanthang Rural Municipality,3
4030201,Gandaki,Mustang,Gharapjhong Gaunpalika,1
4030202,Gandaki,Mustang,Gharapjhong Gaunpalika,2
4030402,Gandaki Province,Mustang,Lomanthang Rural Municipality,2
4030401,Gandaki,MUSTANG,Lomanthang Rural Municipality,1
4030404,Gandaki,Mustang,Lomanthang Gaunpalika,4
4030405,Gandaki,Mustang,Lomanthang Gaunpalika,5
4030303,Gandaki,MUSTANG,Baragaun Muktikshetra Rural Municipality,3
4030304,Gandaki,Mustang,Baragaun Muktikshetra Gaunpalika,4
4030305,Gandaki,Mustang,Baragaun Muktikshetra Gaunpalika,5
4030302,Gandaki,Mustang,Baragaun Muktikshetra Gaunpalika,2
4030301,Gandaki,Mustang,Baragaun Muktikshetra Gaunpalika,1
4030504,Gandaki,Mustang,Thasang Gaunpalika,4
4030502,Gandaki,Mustang,Thasang Gaunpalika,2
4030505,Gandaki,Mustang,Thasang Gaunpalika,5
4030503,Gandaki,Mustang,Thasang Gaunpalika,3
4030501,Gandaki,Mustang,Thasang Gaunpalika,1
4040505,Gandaki,MYAGDI,Mangala Rural Municipality,5
4040604,Gandaki,Myagdi,Beni Nagarpalika,4
4040605,Gandaki,Myagdi,Beni Nagarpalika,5
4040103,Gandaki,Myagdi,Annapurna Rural Municipality,3
4040105,Gandaki,Myagdi,Annapurna Rural Municipality,5
4040104,Gandaki,Myagdi,Annapurna Rural Municipality,4
4040109,Gandaki,Myagdi,Annapurna Rural Municipality,9
4040102,Gandaki,Myagdi,Annapurna Rural Municipality,2
4040101,Gandaki,Myagdi,Annapurna Rural Municipality,1
4040106,Gandaki,Myagdi,Annapurna Rural Municipality,6
4040107,Gandaki,Myagdi,Annapurna Rural Municipality,7
4040108,Gandaki,Myagdi,Annapurna Rural Municipality,8
4040606,Gandaki,MYAGDI,Beni Municipality,6
4040607,Gandaki,Myagdi,Beni Nagarpalika,7
4040608,Gandaki,MYAGDI,Beni Municipality,8
4040601,Gandaki,Myagdi,Beni Nagarpalika,1
4040603,Gandaki,Myagdi,Beni Nagarpalika,3
4040602,Gandaki,Myagdi,Beni Nagarpalika,2
4040609,Gandaki,Myagdi,Beni Nagarpalika,9
4040610,Gandaki,Myagdi,Beni Nagarpalika,10
4040306,Gandaki,Myagdi,Dhawalagiri Ruler Municipality,6
4040502,Gandaki,MYAGDI,Mangala Rural Municipality,2
4040307,Gandaki,Myagdi,Dhawalagiri Ruler Municipality,7
4040309,Gandaki,Myagdi,Dhawalagiri Ruler Municipality,9
4040303,Gandaki,Myagdi,Dhawalagiri Ruler Municipality,3
4040308,Gandaki,Myagdi,Dhawalagiri Ruler Municipality,8
4040304,Gandaki,Myagdi,Dhawalagiri Ruler Municipality,4
4040302,Gandaki,Myagdi,Dhawalagiri Ruler Municipality,2
4040305,Gandaki,Myagdi,Dhawalagiri Ruler Municipality,5
4040201,Gandaki,MYAGDI,Raghuganga Rural Municipality,1
4040407,Gandaki,Myagdi,Malika Rural Municipality,7
4040406,Gandaki,Myagdi,Malika Rural Municipality,6
4040405,Gandaki,Myagdi,Malika Rural Municipality,5
4040401,Gandaki,Myagdi,Malika Rural Municipality,1
4040404,Gandaki,Myagdi,Malika Rural Municipality,4
4040402,Gandaki,Myagdi,Malika Rural Municipality,2
4040403,Gandaki,Myagdi,Malika Rural Municipality,3
4040503,Gandaki,MYAGDI,Mangala Rural Municipality,3
4040504,Gandaki,MYAGDI,Mangala Rural Municipality,4
4040501,Gandaki,Myagdi,Mangala Rural Municipality,1
4040207,Gandaki,Myagdi,Raghuganga Gaunpalika,7
4040205,Gandaki,Myagdi,Raghuganga Gaunpalika,5
4040208,Gandaki,Myagdi,Raghuganga Gaunpalika,8
4040206,Gandaki,Myagdi,Raghuganga Gaunpalika,6
4040204,Gandaki,Myagdi,Raghuganga Gaunpalika,4
4040202,Gandaki,Myagdi,Raghuganga Gaunpalika,2
4040203,Gandaki,Myagdi,Raghuganga Gaunpalika,3
4040301,Gandaki,MYAGDI,Dhawalagiri Rural Municipality,1
4040508,Gandaki Province,Myagdi,Mangala Rural Municipality,8
4100314,Gandaki,PARBAT,Kushma Municipality,14
4100602,Gandaki,Parbat,Bihadi Gaunpalika,2
4100603,Gandaki,Parbat,Bihadi Gaunpalika,3
4100606,Gandaki,Parbat,Bihadi Gaunpalika,6
4100601,Gandaki,Parbat,Bihadi Gaunpalika,1
4100605,Gandaki,Parbat,Bihadi Gaunpalika,5
4100207,Gandaki,Parbat,Jaljala Gaunpalika,7
4100201,Gandaki,Parbat,Jaljala Gaunpalika,1
4100209,Gandaki,Parbat,Jaljala Gaunpalika,9
4100205,Gandaki,Parbat,Jaljala Gaunpalika,5
4100202,Gandaki,Parbat,Jaljala Gaunpalika,2
4100203,Gandaki,Parbat,Jaljala Gaunpalika,3
4100204,Gandaki,Parbat,Jaljala Gaunpalika,4
4100208,Gandaki,Parbat,Jaljala Gaunpalika,8
4100206,Gandaki,Parbat,Jaljala Gaunpalika,6
4100604,Gandaki,PARBAT,Bihadi Rural Municipality,4
4100302,Gandaki,Parbat,Kushma Nagarpalika,2
4100311,Gandaki,Parbat,Kushma Nagarpalika,11
4100301,Gandaki,Parbat,Kushma Nagarpalika,1
4100305,Gandaki,Parbat,Kushma Nagarpalika,5
4100306,Gandaki,Parbat,Kushma Nagarpalika,6
4100304,Gandaki,Parbat,Kushma Nagarpalika,4
4100307,Gandaki,Parbat,Kushma Nagarpalika,7
4100303,Gandaki,Parbat,Kushma Nagarpalika,3
4100312,Gandaki,Parbat,Kushma Nagarpalika,12
4100310,Gandaki,Parbat,Kushma Nagarpalika,10
4100308,Gandaki,Parbat,Kushma Nagarpalika,8
4100309,Gandaki,Parbat,Kushma Nagarpalika,9
4100313,Gandaki,Parbat,Kushma Nagarpalika,13
4100105,Gandaki,PARBAT,Modi Rural Municipality,5
4100100,Gandaki,PARBAT,Modi Rural Municipality,0
4100505,Gandaki,Parbat,Mahashila Rural Municipality,5
4100506,Gandaki,Parbat,Mahashila Rural Municipality,6
4100504,Gandaki,Parbat,Mahashila Rural Municipality,4
4100503,Gandaki,Parbat,Mahashila Rural Municipality,3
4100502,Gandaki,Parbat,Mahashila Rural Municipality,2
4100501,Gandaki,Parbat,Mahashila Rural Municipality,1
4100106,Gandaki,Parbat,Modi Gaunpalika,6
4100101,Gandaki,Parbat,Modi Gaunpalika,1
4100108,Gandaki,Parbat,Modi Gaunpalika,8
4100102,Gandaki,Parbat,Modi Gaunpalika,2
4100103,Gandaki,Parbat,Modi Gaunpalika,3
4100104,Gandaki,Parbat,Modi Gaunpalika,4
4100107,Gandaki,Parbat,Modi Gaunpalika,7
4100707,Gandaki,Parbat,Painyu Rural municipality,7
4100706,Gandaki,Parbat,Painyu Rural municipality,6
4100701,Gandaki,Parbat,Painyu Rural municipality,1
4100702,Gandaki,Parbat,Painyu Rural municipality,2
4100704,Gandaki,Parbat,Painyu Rural municipality,4
4100705,Gandaki,Parbat,Painyu Rural municipality,5
4100703,Gandaki,Parbat,Painyu Rural municipality,3
4100401,Gandaki,Parbat,Phalewas Municipality,1
4100402,Gandaki,Parbat,Phalewas Municipality,2
4100403,Gandaki,Parbat,Phalewas Municipality,3
4100409,Gandaki,Parbat,Phalewas Municipality,9
4100406,Gandaki,Parbat,Phalewas Municipality,6
4100405,Gandaki,Parbat,Phalewas Municipality,5
4100408,Gandaki,Parbat,Phalewas Municipality,8
4100407,Gandaki,Parbat,Phalewas Municipality,7
4100410,Gandaki,Parbat,Phalewas Municipality,10
4100411,Gandaki,Parbat,Phalewas Municipality,11
4100404,Gandaki,Parbat,Phalewas Municipality,4
4100400,Gandaki,PARBAT,Phalewas Municipality,0
4100608,Gandaki Province,Parbat,Bihadi Rural Municipality,8
4110506,Gandaki,BAGLUNG,Dhorpatan Municipality,6
4110505,Gandaki,BAGLUNG,Dhorpatan Municipality,5
4110706,Gandaki,Baglung,Badigad Gaunpalika,6
4110705,Gandaki,Baglung,Badigad Gaunpalika,5
4110707,Gandaki,Baglung,Badigad Gaunpalika,7
4110708,Gandaki,Baglung,Badigad Gaunpalika,8
4110201,Gandaki,Baglung,Kanthekhola Gaupalika,1
4110703,Gandaki,Baglung,Badigad Gaunpalika,3
4110709,Gandaki,Baglung,Badigad Gaunpalika,9
4110710,Gandaki,Baglung,Badigad Gaunpalika,10
4110704,Gandaki,Baglung,Badigad Gaunpalika,4
4110702,Gandaki,Baglung,Badigad Gaunpalika,2
4110701,Gandaki,Baglung,Badigad Gaunpalika,1
4110112,Gandaki,BAGLUNG,Baglung Municipality,12
4110111,Gandaki,Baglung,Baglung Nagarpalika,11
4110107,Gandaki,Baglung,Baglung Nagarpalika,7
4110106,Gandaki,Baglung,Baglung Nagarpalika,6
4110104,Gandaki,Baglung,Baglung Nagarpalika,4
4110113,Gandaki,Baglung,Baglung Nagarpalika,13
4110110,Gandaki,Baglung,Baglung Nagarpalika,10
4110109,Gandaki,Baglung,Baglung Nagarpalika,9
4110105,Gandaki,Baglung,Baglung Nagarpalika,5
4110103,Gandaki,Baglung,Baglung Nagarpalika,3
4110101,Gandaki,Baglung,Baglung Nagarpalika,1
4110114,Gandaki,Baglung,Baglung Nagarpalika,14
4110102,Gandaki,Baglung,Baglung Nagarpalika,2
4110108,Gandaki,Baglung,Baglung Nagarpalika,8
4110301,Gandaki,BAGLUNG,Tara Khola Rural Municipality,1
4110308,Gandaki Province,Baglung,Tara Khola Rural Municipality,8
4110901,Gandaki,Baglung,Bareng Rural Municipality,1
4110902,Gandaki,Baglung,Bareng Rural Municipality,2
4110905,Gandaki,Baglung,Bareng Rural Municipality,5
4110904,Gandaki,Baglung,Bareng Rural Municipality,4
4110903,Gandaki,Baglung,Bareng Rural Municipality,3
4110302,Gandaki,Baglung,Tara Khola Rural Municipality,2
4110509,Gandaki,Baglung,Dhorpatan Nagarpalika,9
4110507,Gandaki,Baglung,Dhorpatan Nagarpalika,7
4110502,Gandaki,Baglung,Dhorpatan Nagarpalika,2
4110501,Gandaki,Baglung,Dhorpatan Nagarpalika,1
4110504,Gandaki,Baglung,Dhorpatan Nagarpalika,4
4110503,Gandaki,Baglung,Dhorpatan Nagarpalika,3
4111006,Gandaki,BAGLUNG,Jaimini Municipality,6
4110803,Gandaki,Baglung,Galkot Nagarpalika,3
4110811,Gandaki,Baglung,Galkot Nagarpalika,11
4110807,Gandaki,Baglung,Galkot Nagarpalika,7
4110804,Gandaki,Baglung,Galkot Nagarpalika,4
4110802,Gandaki,Baglung,Galkot Nagarpalika,2
4110810,Gandaki,Baglung,Galkot Nagarpalika,10
4110809,Gandaki,Baglung,Galkot Nagarpalika,9
4110207,Gandaki,Baglung,Kanthekhola Gaupalika,7
4110801,Gandaki,Baglung,Galkot Nagarpalika,1
4110808,Gandaki,Baglung,Galkot Nagarpalika,8
4110806,Gandaki,Baglung,Galkot Nagarpalika,6
4110805,Gandaki,Baglung,Galkot Nagarpalika,5
4111008,Gandaki,Baglung,Jaimuni Nagarpalika,8
4111001,Gandaki,Baglung,Jaimuni Nagarpalika,1
4111010,Gandaki,Baglung,Jaimuni Nagarpalika,10
4111009,Gandaki,Baglung,Jaimuni Nagarpalika,9
4111005,Gandaki,Baglung,Jaimuni Nagarpalika,5
4111004,Gandaki,Baglung,Jaimuni Nagarpalika,4
4111007,Gandaki,Baglung,Jaimuni Nagarpalika,7
4111002,Gandaki,Baglung,Jaimuni Nagarpalika,2
4111003,Gandaki,Baglung,Jaimuni Nagarpalika,3
4110203,Gandaki,Baglung,Kanthekhola Gaupalika,3
4110204,Gandaki,Baglung,Kanthekhola Gaupalika,4
4110202,Gandaki,Baglung,Kanthekhola Gaupalika,2
4110208,Gandaki,Baglung,Kanthekhola Gaupalika,8
4110205,Gandaki,Baglung,Kanthekhola Gaupalika,5
4110206,Gandaki,Baglung,Kanthekhola Gaupalika,6
4110209,Gandaki,Baglung,Kanthekhola Gaupalika,9
4110602,Gandaki,Baglung,Nisikhola Rural Municipality,2
4110603,Gandaki,Baglung,Nisikhola Rural Municipality,3
4110605,Gandaki,Baglung,Nisikhola Rural Municipality,5
4110604,Gandaki,Baglung,Nisikhola Rural Municipality,4
4110606,Gandaki,Baglung,Nisikhola Rural Municipality,6
4110607,Gandaki,Baglung,Nisikhola Rural Municipality,7
4110601,Gandaki,Baglung,Nisikhola Rural Municipality,1
4110401,Gandaki,Baglung,Taman Khola Gaunpalika,1
4110403,Gandaki,Baglung,Taman Khola Gaunpalika,3
4110402,Gandaki,Baglung,Taman Khola Gaunpalika,2
4110405,Gandaki,Baglung,Taman Khola Gaunpalika,5
4110406,Gandaki,Baglung,Taman Khola Gaunpalika,6
4110404,Gandaki,Baglung,Taman Khola Gaunpalika,4
4110304,Gandaki,Baglung,Tara Khola Gaunpalika,4
4110303,Gandaki,Baglung,Tara Khola Gaunpalika,3
4110305,Gandaki,Baglung,Tara Khola Gaunpalika,5
4110508,Gandaki,BAGLUNG,Dhorpatan Municipality,8
4110700,Gandaki,BAGLUNG,Badigad Rural Municipality,0
4110306,Gandaki Province,Baglung,Tara Khola Rural Municipality,6
4110100,Gandaki,BAGLUNG,Baglung Municipality,0
4110606,Gandaki,BAGLUNG,Nisikhola Rural Municipality,6
4110200,Gandaki,BAGLUNG,Kathekhola Rural Municipality,0
5040708,Lumbini,GULMI,Madane Rural Municipality,8
5040701,Lumbini,GULMI,Madane Rural Municipality,1
5040707,Lumbini,GULMI,Madane Rural Municipality,7
5040705,Lumbini,GULMI,Madane Rural Municipality,5
5040700,Lumbini,GULMI,Madane Rural Municipality,0
5040304,Lumbini,Gulmi,Chandrakot Rural Municipality,4
5040301,Lumbini,Gulmi,Chandrakot Rural Municipality,1
5040302,Lumbini,Gulmi,Chandrakot Rural Municipality,2
5040305,Lumbini,Gulmi,Chandrakot Rural Municipality,5
5040303,Lumbini,Gulmi,Chandrakot Rural Municipality,3
5040306,Lumbini,Gulmi,Chandrakot Rural Municipality,6
5040307,Lumbini,Gulmi,Chandrakot Rural Municipality,7
5040308,Lumbini,Gulmi,Chandrakot Rural Municipality,8
5041005,Lumbini,GULMI,Gulmidarbar Rural Municipality,5
5040703,Lumbini Province,Gulmi,Madane Rural Municipality,3
5041103,Lumbini,Gulmi,Chhatrakot Gaunpalika,3
5041102,Lumbini,Gulmi,Chhatrakot Gaunpalika,2
5041105,Lumbini,Gulmi,Chhatrakot Gaunpalika,5
5041101,Lumbini,Gulmi,Chhatrakot Gaunpalika,1
5041104,Lumbini,Gulmi,Chhatrakot Gaunpalika,4
5041106,Lumbini,Gulmi,Chhatrakot Gaunpalika,6
5040506,Lumbini,GULMI,Isma Rural Municipality,6
5040508,Lumbini,GULMI,Isma Rural Municipality,8
5040500,Province No. 5,Gulmi ,Isma Gaunpalika ,0
5040502,Lumbini,GULMI,Isma Rural Municipality,2
5040805,Lumbini,Gulmi,Dhurkot Gaunpalika,5
