loc_id,province,district,local_level,ward_no
5040806,Lumbini,Gulmi,Dhurkot Gaunpalika,6
5040803,Lumbini,Gulmi,Dhurkot Gaunpalika,3
5040804,Lumbini,Gulmi,Dhurkot Gaunpalika,4
5040802,Lumbini,Gulmi,Dhurkot Gaunpalika,2
5040801,Lumbini,Gulmi,Dhurkot Gaunpalika,1
5040405,Lumbini,GULMI,Musikot Municipality,5
5041004,Lumbini,Gulmi,Gulmidarbar Rural Municipality,4
5041001,Lumbini,Gulmi,Gulmidarbar Rural Municipality,1
5041006,Lumbini,Gulmi,Gulmidarbar Rural Municipality,6
5041002,Lumbini,Gulmi,Gulmidarbar Rural Municipality,2
5041003,Lumbini,Gulmi,Gulmidarbar Rural Municipality,3
5041007,Lumbini,Gulmi,Gulmidarbar Rural Municipality,7
5040102,Lumbini,GULMI,Kaligandaki Rural Municipality,2
5040103,Lumbini,GULMI,Kaligandaki Rural Municipality,3
5040504,Lumbini,Gulmi,Isma Gaunpalika,4
5040501,Lumbini,Gulmi,Isma Gaunpalika,1
5040503,Lumbini,Gulmi,Isma Gaunpalika,3
5040507,Lumbini,Gulmi,Isma Gaunpalika,7
5040505,Lumbini,Gulmi,Isma Gaunpalika,5
5040509,Lumbini,Gulmi,Isma Gaunpalika,9
5040606,Lumbini,GULMI,Malika Rural Municipality,6
5040605,Lumbini,GULMI,Malika Rural Municipality,5
5040108,Lumbini,Gulmi,Kaligandaki Gaunpalika,8
5040107,Lumbini,Gulmi,Kaligandaki Gaunpalika,7
5040104,Lumbini,Gulmi,Kaligandaki Gaunpalika,4
5040101,Lumbini,Gulmi,Kaligandaki Gaunpalika,1
5040109,Lumbini,Gulmi,Kaligandaki Gaunpalika,9
5040105,Lumbini,Gulmi,Kaligandaki Gaunpalika,5
5040106,Lumbini,Gulmi,Kaligandaki Gaunpalika,6
5040905,Lumbini,GULMI,Resunga Municipality,5
5040904,Lumbini,GULMI,Resunga Municipality,4
5040903,Lumbini,GULMI,Resunga Municipality,3
5040906,Lumbini,GULMI,Resunga Municipality,6
5040709,Lumbini,Gulmi,Madane Gaunpalika,9
5040702,Lumbini,Gulmi,Madane Gaunpalika,2
5040704,Lumbini,Gulmi,Madane Gaunpalika,4
5040706,Lumbini,Gulmi,Madane Gaunpalika,6
5040604,Lumbini,GULMI,Malika Rural Municipality,4
5040603,Lumbini,Gulmi,Malika Gaunpalika,3
5040601,Lumbini,Gulmi,Malika Gaunpalika,1
5040608,Lumbini,Gulmi,Malika Gaunpalika,8
5040602,Lumbini,Gulmi,Malika Gaunpalika,2
5040607,Lumbini,Gulmi,Malika Gaunpalika,7
5040409,Lumbini,GULMI,Musikot Municipality,9
5040408,Lumbini,Gulmi,Musikot Municipality,8
5040407,Lumbini,Gulmi,Musikot Municipality,7
5040403,Lumbini,Gulmi,Musikot Municipality,3
5040401,Lumbini,Gulmi,Musikot Municipality,1
5040404,Lumbini,Gulmi,Musikot Municipality,4
5040406,Lumbini,Gulmi,Musikot Municipality,6
5040402,Lumbini,Gulmi,Musikot Municipality,2
5040201,Lumbini,Gulmi,Satyawati Rural Municipality,1
5040907,Lumbini,Gulmi,Resunga Nagarpalika,7
5040902,Lumbini,Gulmi,Resunga Nagarpalika,2
5040910,Lumbini,Gulmi,Resunga Nagarpalika,10
5040913,Lumbini,Gulmi,Resunga Nagarpalika,13
5040912,Lumbini,Gulmi,Resunga Nagarpalika,12
5040908,Lumbini,Gulmi,Resunga Nagarpalika,8
5040911,Lumbini,Gulmi,Resunga Nagarpalika,11
5040914,Lumbini,Gulmi,Resunga Nagarpalika,14
5040901,Lumbini,Gulmi,Resunga Nagarpalika,1
5040909,Lumbini,Gulmi,Resunga Nagarpalika,9
5041204,Lumbini,Gulmi,Rurukshetra Gaunpalika,4
5041201,Lumbini,Gulmi,Rurukshetra Gaunpalika,1
5041205,Lumbini,Gulmi,Rurukshetra Gaunpalika,5
5041206,Lumbini,Gulmi,Rurukshetra Gaunpalika,6
5041203,Lumbini,Gulmi,Rurukshetra Gaunpalika,3
5040205,Lumbini,Gulmi,Sattyawati Gaunpalika,5
5040204,Lumbini,Gulmi,Sattyawati Gaunpalika,4
5040203,Lumbini,Gulmi,Sattyawati Gaunpalika,3
5040207,Lumbini,Gulmi,Sattyawati Gaunpalika,7
5040209,Lumbini,Gulmi,Sattyawati Gaunpalika,9
5040206,Lumbini,Gulmi,Sattyawati Gaunpalika,6
5040208,Lumbini,Gulmi,Sattyawati Gaunpalika,8
5040202,Lumbini,Gulmi,Sattyawati Gaunpalika,2
5040309,Lumbini,GULMI,Chandrakot Rural Municipality,9
5041202,Lumbini,GULMI,Rurukshetra Rural Municipality,2
5040609,Province No. 5,Gulmi ,Malika Gaunpalika ,9
5040100,Lumbini,GULMI,Kaligandaki Rural Municipality,0
5041209,Lumbini Province,Gulmi,Rurukshetra Rural Municipality,9
5040900,Lumbini,GULMI,Resunga Municipality,0
5040807,Lumbini,GULMI,Dhurkot Rural Municipality,7
5061006,Lumbini,PALPA,Nisdi Rural Municipality,6
5060408,Lumbini,Palpa,Bagnaskali Gaunpalika,8
5060409,Lumbini,Palpa,Bagnaskali Gaunpalika,9
5060401,Lumbini,Palpa,Bagnaskali Gaunpalika,1
5060405,Lumbini,Palpa,Bagnaskali Gaunpalika,5
5060404,Lumbini,Palpa,Bagnaskali Gaunpalika,4
5060407,Lumbini,Palpa,Bagnaskali Gaunpalika,7
5060403,Lumbini,Palpa,Bagnaskali Gaunpalika,3
5060402,Lumbini,Palpa,Bagnaskali Gaunpalika,2
5060406,Lumbini,Palpa,Bagnaskali Gaunpalika,6
5060514,Lumbini,Palpa,Tansen Municipality,14
5060908,Lumbini,Palpa,Mathagadhi Rural Municipality,8
5060901,Lumbini,Palpa,Mathagadhi Rural Municipality,1
5060905,Lumbini,Palpa,Mathagadhi Rural Municipality,5
5060906,Lumbini,Palpa,Mathagadhi Rural Municipality,6
5060904,Lumbini,Palpa,Mathagadhi Rural Municipality,4
5060903,Lumbini,Palpa,Mathagadhi Rural Municipality,3
5060907,Lumbini,Palpa,Mathagadhi Rural Municipality,7
5060902,Lumbini,Palpa,Mathagadhi Rural Municipality,2
5061005,Lumbini,Palpa,Nisdi Gaunpalika,5
5061003,Lumbini,Palpa,Nisdi Gaunpalika,3
5061007,Lumbini,Palpa,Nisdi Gaunpalika,7
5061004,Lumbini,Palpa,Nisdi Gaunpalika,4
5061002,Lumbini,Palpa,Nisdi Gaunpalika,2
5061001,Lumbini,Palpa,Nisdi Gaunpalika,1
5060707,Lumbini,PALPA,Rainadevi Chhahara Rural Municipality,7
5060205,Lumbini,Palpa,Purbakhola Gaunpalika,5
5060204,Lumbini,Palpa,Purbakhola Gaunpalika,4
5060206,Lumbini,Palpa,Purbakhola Gaunpalika,6
5060202,Lumbini,Palpa,Purbakhola Gaunpalika,2
5060203,Lumbini,Palpa,Purbakhola Gaunpalika,3
5060201,Lumbini,Palpa,Purbakhola Gaunpalika,1
5060511,Lumbini,PALPA,Tansen Municipality,11
5060706,Lumbini,Palpa,Rainadevi Chhahara Gaunpalika,6
5060708,Lumbini,Palpa,Rainadevi Chhahara Gaunpalika,8
5060502,Lumbini,Palpa,Tansen Municipality,2
5060703,Lumbini,Palpa,Rainadevi Chhahara Gaunpalika,3
5060704,Lumbini,Palpa,Rainadevi Chhahara Gaunpalika,4
5060701,Lumbini,Palpa,Rainadevi Chhahara Gaunpalika,1
5060702,Lumbini,Palpa,Rainadevi Chhahara Gaunpalika,2
5060705,Lumbini,Palpa,Rainadevi Chhahara Gaunpalika,5
5060501,Lumbini,PALPA,Tansen Municipality,1
5060505,Lumbini,PALPA,Tansen Municipality,5
5060302,Lumbini,Palpa,Rambha Gaunpalika,2
5060304,Lumbini,Palpa,Rambha Gaunpalika,4
5060301,Lumbini,Palpa,Rambha Gaunpalika,1
5060303,Lumbini,Palpa,Rambha Gaunpalika,3
5060305,Lumbini,Palpa,Rambha Gaunpalika,5
5060604,Lumbini,PALPA,Ribdikot Rural Municipality,4
5060104,Lumbini,Palpa,Rampur Municipality,4
5060105,Lumbini,Palpa,Rampur Municipality,5
5060107,Lumbini,Palpa,Rampur Municipality,7
5060103,Lumbini,Palpa,Rampur Municipality,3
5060109,Lumbini,Palpa,Rampur Municipality,9
5060108,Lumbini,Palpa,Rampur Municipality,8
5060106,Lumbini,Palpa,Rampur Municipality,6
5060101,Lumbini,Palpa,Rampur Municipality,1
5060102,Lumbini,Palpa,Rampur Municipality,2
5060110,Lumbini,Palpa,Rampur Municipality,10
5060602,Lumbini,Palpa,Ribdikot Rural municipality,2
5060608,Lumbini,Palpa,Ribdikot Rural municipality,8
5060603,Lumbini,Palpa,Ribdikot Rural municipality,3
5060601,Lumbini,Palpa,Ribdikot Rural municipality,1
5060605,Lumbini,Palpa,Ribdikot Rural municipality,5
5060607,Lumbini,Palpa,Ribdikot Rural municipality,7
5060606,Lumbini,Palpa,Ribdikot Rural municipality,6
5060512,Lumbini,Palpa,Tansen Municipality,12
5060513,Lumbini,Palpa,Tansen Municipality,13
5060509,Lumbini,Palpa,Tansen Municipality,9
5060508,Lumbini,Palpa,Tansen Municipality,8
5060503,Lumbini,Palpa,Tansen Municipality,3
5060507,Lumbini,Palpa,Tansen Municipality,7
5060504,Lumbini,Palpa,Tansen Municipality,4
5060506,Lumbini,Palpa,Tansen Municipality,6
5060510,Lumbini,Palpa,Tansen Municipality,10
5060801,Lumbini,Palpa,Tinau Rural Municipality,1
5060803,Lumbini,Palpa,Tinau Rural Municipality,3
5060802,Lumbini,Palpa,Tinau Rural Municipality,2
5060806,Lumbini,Palpa,Tinau Rural Municipality,6
5060804,Lumbini,Palpa,Tinau Rural Municipality,4
5060805,Lumbini,Palpa,Tinau Rural Municipality,5
5060207,Lumbini Province,Palpa,Purbakhola Rural Municipality,7
5060400,Lumbini,PALPA,Bagnaskali Rural Municipality,0
5060600,Lumbini,Palpa,Ribdikot Rural municipality,0
5060306,Lumbini Province,Palpa,Rambha Rural Municipality,6
4080615,Gandaki,Nawalpur,Kawaswoti Municipality,15
4080614,Gandaki Province,Nawalparasi ,Kawaswoti Nagarpalika ,14
4080616,Gandaki,NAWALPUR,Kawaswoti Municipality,16
4080608,Gandaki,NAWALPUR,Kawaswoti Municipality,8
4080715,Gandaki Province,Nawalparasi ,Madhyabindu Nagarpalika ,15
5070114,Lumbini,Nawalpur,Bardaghat Nagarpalika,14
5070116,Lumbini,Nawalpur,Bardaghat Nagarpalika,16
5070102,Lumbini,Nawalpur,Bardaghat Nagarpalika,2
5070113,Lumbini,Nawalpur,Bardaghat Nagarpalika,13
5070108,Lumbini,Nawalpur,Bardaghat Nagarpalika,8
5070103,Lumbini,Nawalpur,Bardaghat Nagarpalika,3
5070111,Lumbini,Nawalpur,Bardaghat Nagarpalika,11
5070112,Lumbini,Nawalpur,Bardaghat Nagarpalika,12
5070109,Lumbini,Nawalpur,Bardaghat Nagarpalika,9
5070107,Lumbini,Nawalpur,Bardaghat Nagarpalika,7
5070101,Lumbini,Nawalpur,Bardaghat Nagarpalika,1
5070104,Lumbini,Nawalpur,Bardaghat Nagarpalika,4
5070105,Lumbini,Nawalpur,Bardaghat Nagarpalika,5
5070110,Lumbini,Nawalpur,Bardaghat Nagarpalika,10
4080116,Gandaki,Nawalpur,Gaidakot Municipality,16
4080115,Gandaki,NAWALPUR,Gaindakot Municipality,15
4080114,Gandaki,NAWALPUR,Gaindakot Municipality,14
4080117,Gandaki,NAWALPUR,Gaindakot Municipality,17
4080101,Gandaki,Nawalpur,Gaidakot Municipality,1
4080110,Gandaki,Nawalpur,Gaidakot Municipality,10
4080801,Gandaki,Nawalpur,Binayi Tribeni Rural Municipality,1
4080803,Gandaki,Nawalpur,Binayi Tribeni Rural Municipality,3
4080804,Gandaki,Nawalpur,Binayi Tribeni Rural Municipality,4
4080805,Gandaki,Nawalpur,Binayi Tribeni Rural Municipality,5
4080802,Gandaki,Nawalpur,Binayi Tribeni Rural Municipality,2
4080806,Gandaki,Nawalpur,Binayi Tribeni Rural Municipality,6
5070314,Lumbini,NAWALPARASI,Ramgram Municipality,14
4080202,Gandaki,Nawalpur,Bulingtar Gaunpalika,2
4080204,Gandaki,Nawalpur,Bulingtar Gaunpalika,4
5070505,Lumbini,NAWALPARASI,Sarawal Rural Municipality,5
5070316,Lumbini,NAWALPARASI,Ramgram Municipality,16
5070504,Lumbini,NAWALPARASI,Sarawal Rural Municipality,4
4080606,Gandaki,Nawalpur,Kawaswoti Nagarpalika,6
4080302,Gandaki,Nawalpur,Baudikali Gaunpalika,2
4080305,Gandaki,Nawalpur,Baudikali Gaunpalika,5
4080304,Gandaki,Nawalpur,Baudikali Gaunpalika,4
4080303,Gandaki,Nawalpur,Baudikali Gaunpalika,3
4080301,Gandaki,Nawalpur,Baudikali Gaunpalika,1
4080306,Gandaki,Nawalpur,Baudikali Gaunpalika,6
5070605,Lumbini,NAWALPARASI,Pratappur Rural Municipality,5
4080507,Gandaki,Nawalpur,Devchuli Nagarpalika,7
4080517,Gandaki,Nawalpur,Devchuli Nagarpalika,17
4080516,Gandaki,Nawalpur,Devchuli Nagarpalika,16
4080501,Gandaki,Nawalpur,Devchuli Nagarpalika,1
4080504,Gandaki,Nawalpur,Devchuli Nagarpalika,4
4080505,Gandaki,Nawalpur,Devchuli Nagarpalika,5
4080502,Gandaki,Nawalpur,Devchuli Nagarpalika,2
4080515,Gandaki,Nawalpur,Devchuli Nagarpalika,15
4080513,Gandaki,Nawalpur,Devchuli Nagarpalika,13
4080510,Gandaki,Nawalpur,Devchuli Nagarpalika,10
4080511,Gandaki,Nawalpur,Devchuli Nagarpalika,11
4080514,Gandaki,Nawalpur,Devchuli Nagarpalika,14
4080512,Gandaki,Nawalpur,Devchuli Nagarpalika,12
4080508,Gandaki,Nawalpur,Devchuli Nagarpalika,8
4080509,Gandaki,Nawalpur,Devchuli Nagarpalika,9
4080506,Gandaki,Nawalpur,Devchuli Nagarpalika,6
5070318,Lumbini,NAWALPARASI,Ramgram Municipality,18
5070315,Lumbini,NAWALPARASI,Ramgram Municipality,15
4080102,Gandaki,Nawalpur,Gaidakot Nagarpalika,2
4080108,Gandaki,Nawalpur,Gaidakot Nagarpalika,8
4080105,Gandaki,Nawalpur,Gaidakot Nagarpalika,5
4080106,Gandaki,Nawalpur,Gaidakot Nagarpalika,6
4080103,Gandaki,Nawalpur,Gaidakot Nagarpalika,3
4080107,Gandaki,Nawalpur,Gaidakot Nagarpalika,7
4080104,Gandaki,Nawalpur,Gaidakot Nagarpalika,4
4080113,Gandaki,Nawalpur,Gaidakot Nagarpalika,13
4080112,Gandaki,Nawalpur,Gaidakot Nagarpalika,12
4080118,Gandaki,Nawalpur,Gaidakot Nagarpalika,18
4080401,Gandaki,Nawalpur,Hupsekot Gaunpalika,1
4080403,Gandaki,Nawalpur,Hupsekot Gaunpalika,3
4080405,Gandaki,Nawalpur,Hupsekot Gaunpalika,5
4080404,Gandaki,Nawalpur,Hupsekot Gaunpalika,4
4080402,Gandaki,Nawalpur,Hupsekot Gaunpalika,2
4080406,Gandaki,Nawalpur,Hupsekot Gaunpalika,6
4080206,Gandaki,NAWALPUR,Bulingtar Rural Municipality,6
4080617,Gandaki,Nawalpur,Kawaswoti Nagarpalika,17
4080601,Gandaki,Nawalpur,Kawaswoti Nagarpalika,1
4080609,Gandaki,Nawalpur,Kawaswoti Nagarpalika,9
4080607,Gandaki,Nawalpur,Kawaswoti Nagarpalika,7
4080611,Gandaki,Nawalpur,Kawaswoti Nagarpalika,11
4080613,Gandaki,Nawalpur,Kawaswoti Nagarpalika,13
4080612,Gandaki,Nawalpur,Kawaswoti Nagarpalika,12
4080603,Gandaki,Nawalpur,Kawaswoti Nagarpalika,3
4080602,Gandaki,Nawalpur,Kawaswoti Nagarpalika,2
4080605,Gandaki,Nawalpur,Kawaswoti Nagarpalika,5
4080604,Gandaki,Nawalpur,Kawaswoti Nagarpalika,4
4080610,Gandaki,Nawalpur,Kawaswoti Nagarpalika,10
5070506,Lumbini,NAWALPARASI,Sarawal Rural Municipality,6
5070507,Lumbini,NAWALPARASI,Sarawal Rural Municipality,7
4080709,Gandaki,Nawalpur,Madhyabindu Municipality,9
4080712,Gandaki,Nawalpur,Madhyabindu Municipality,12
4080707,Gandaki,Nawalpur,Madhyabindu Municipality,7
4080711,Gandaki,Nawalpur,Madhyabindu Municipality,11
4080710,Gandaki,Nawalpur,Madhyabindu Municipality,10
4080714,Gandaki,Nawalpur,Madhyabindu Municipality,14
4080706,Gandaki,Nawalpur,Madhyabindu Municipality,6
4080701,Gandaki,Nawalpur,Madhyabindu Municipality,1
4080704,Gandaki,Nawalpur,Madhyabindu Municipality,4
4080705,Gandaki,Nawalpur,Madhyabindu Municipality,5
4080702,Gandaki,Nawalpur,Madhyabindu Municipality,2
4080703,Gandaki,Nawalpur,Madhyabindu Municipality,3
4080713,Gandaki,Nawalpur,Madhyabindu Municipality,13
4080708,Gandaki,Nawalpur,Madhyabindu Municipality,8
4080203,Gandaki,NAWALPUR,Bulingtar Rural Municipality,3
5070403,Lumbini,Nawalpur,PALHINANDAN RURAL MUNICIPALITY,3
5070402,Lumbini,Nawalpur,PALHINANDAN RURAL MUNICIPALITY,2
5070401,Lumbini,Nawalpur,PALHINANDAN RURAL MUNICIPALITY,1
5070404,Lumbini,Nawalpur,PALHINANDAN RURAL MUNICIPALITY,4
5070405,Lumbini,Nawalpur,PALHINANDAN RURAL MUNICIPALITY,5
5070406,Lumbini,Nawalpur,PALHINANDAN RURAL MUNICIPALITY,6
5070301,Lumbini,Nawalpur,Ramgram Nagarpalika,1
5070609,Lumbini,Nawalpur,Pratappur Rural Municipality,9
5070601,Lumbini,Nawalpur,Pratappur Rural Municipality,1
5070602,Lumbini,Nawalpur,Pratappur Rural Municipality,2
5070603,Lumbini,Nawalpur,Pratappur Rural Municipality,3
5070604,Lumbini,Nawalpur,Pratappur Rural Municipality,4
5070606,Lumbini,Nawalpur,Pratappur Rural Municipality,6
5070607,Lumbini,Nawalpur,Pratappur Rural Municipality,7
5070608,Lumbini,Nawalpur,Pratappur Rural Municipality,8
5070115,Lumbini,NAWALPARASI,Bardaghat Municipality,15
5070303,Lumbini,Nawalpur,Ramgram Nagarpalika,3
5070307,Lumbini,Nawalpur,Ramgram Nagarpalika,7
5070308,Lumbini,Nawalpur,Ramgram Nagarpalika,8
5070313,Lumbini,Nawalpur,Ramgram Nagarpalika,13
5070317,Lumbini,Nawalpur,Ramgram Nagarpalika,17
5070304,Lumbini,Nawalpur,Ramgram Nagarpalika,4
5070312,Lumbini,Nawalpur,Ramgram Nagarpalika,12
5070503,Lumbini,Nawalpur,Sarawal Gaunpalika,3
5070501,Lumbini,Nawalpur,Sarawal Gaunpalika,1
5070502,Lumbini,Nawalpur,Sarawal Gaunpalika,2
5070201,Lumbini,Nawalpur,Sunwal Municipality,1
5070212,Lumbini,Nawalpur,Sunwal Municipality,12
5070206,Lumbini,Nawalpur,Sunwal Municipality,6
5070208,Lumbini,Nawalpur,Sunwal Municipality,8
5070205,Lumbini,Nawalpur,Sunwal Municipality,5
5070204,Lumbini,Nawalpur,Sunwal Municipality,4
5070202,Lumbini,Nawalpur,Sunwal Municipality,2
5070211,Lumbini,Nawalpur,Sunwal Municipality,11
5070207,Lumbini,Nawalpur,Sunwal Municipality,7
5070203,Lumbini,Nawalpur,Sunwal Municipality,3
5070213,Lumbini,Nawalpur,Sunwal Municipality,13
5070210,Lumbini,Nawalpur,Sunwal Municipality,10
5070209,Lumbini,Nawalpur,Sunwal Municipality,9
5070704,Lumbini,Nawalpur,Susta Gaunpalika,4
5070702,Lumbini,Nawalpur,Susta Gaunpalika,2
5070703,Lumbini,Nawalpur,Susta Gaunpalika,3
5070705,Lumbini,Nawalpur,Susta Gaunpalika,5
5070701,Lumbini,Nawalpur,Susta Gaunpalika,1
5070706,Lumbini,Nawalpur,Susta Gaunpalika,6
5070309,Lumbini,Nawalparasi,Ramgram Municipality,9
4080503,Gandaki,NAWALPUR,Devchuli Municipality,3
5070100,Lumbini,NAWALPARASI,Bardaghat Municipality,0
5070600,Lumbini,NAWALPARASI,Pratappur Rural Municipality,0
4080205,Gandaki,NAWALPUR,Bulingtar Rural Municipality,5
4080201,Gandaki,NAWALPUR,Bulingtar Rural Municipality,1
4080111,Gandaki Province,Nawalparasi ,Gaidakot Nagarpalika ,11
4080332,Gandaki,NAWALPUR,Baudikali Rural Municipality,32
5070310,Lumbini,NAWALPARASI,Ramgram Municipality,10
5070305,Lumbini Province,Nawalparasi,Ramgram Municipality,5
5070302,Lumbini,NAWALPARASI,Ramgram Municipality,2
5070306,Lumbini,Nawalparasi,Ramgram Municipality,6
5070708,Lumbini,Nawalparasi,Susta Rural Municipality,8
5070701,Lumbini,NAWALPARASI,Susta Rural Municipality,1
4080600,Gandaki,Nawalpur,Kawaswoti Nagarpalika,0
5070200,Lumbini,NAWALPARASI,Sunwal Municipality,0
4080807,Gandaki,Nawalpur,Binayi Tribeni Rural Municipality,7
5081312,Lumbini,RUPANDEHI,Lumbini Sanskritik Municipality,12
5081313,Lumbini,Rupandehi,Lumbini Sanskritik Municipality,13
5081301,Lumbini Province,Rupandehi,Lumbini Sanskritik Municipality,1
5081305,Lumbini Province,Rupandehi,Lumbini Sanskritik Municipality,5
5081309,Lumbini Province,Rupandehi,Lumbini Sanskritik Municipality,9
5080204,Lumbini,Rupandehi,BUTWAL SUB METROPOLITAN,4
5080206,Lumbini,Rupandehi,BUTWAL SUB METROPOLITAN,6
5080205,Lumbini,Rupandehi,BUTWAL SUB METROPOLITAN,5
5080210,Lumbini,Rupandehi,BUTWAL SUB METROPOLITAN,10
5080212,Lumbini,Rupandehi,BUTWAL SUB METROPOLITAN,12
5080213,Lumbini,Rupandehi,BUTWAL SUB METROPOLITAN,13
5080215,Lumbini,Rupandehi,BUTWAL SUB METROPOLITAN,15
5080217,Lumbini,Rupandehi,BUTWAL SUB METROPOLITAN,17
5080231,Lumbini,Rupandehi,BUTWAL SUB METROPOLITAN,31
5080211,Lumbini,Rupandehi,BUTWAL SUB METROPOLITAN,11
5080214,Lumbini,Rupandehi,BUTWAL SUB METROPOLITAN,14
5080207,Lumbini,Rupandehi,BUTWAL SUB METROPOLITAN,7
5080216,Lumbini,Rupandehi,BUTWAL SUB METROPOLITAN,16
5080202,Lumbini,Rupandehi,BUTWAL SUB METROPOLITAN,2
5080201,Lumbini,Rupandehi,BUTWAL SUB METROPOLITAN,1
5080208,Lumbini,Rupandehi,BUTWAL SUB METROPOLITAN,8
5080203,Lumbini,Rupandehi,BUTWAL SUB METROPOLITAN,3
5080218,Lumbini,Rupandehi,BUTWAL SUB METROPOLITAN,18
5080209,Lumbini,Rupandehi,BUTWAL SUB METROPOLITAN,9
5080219,Lumbini,Rupandehi,BUTWAL SUB METROPOLITAN,19
5080806,Lumbini,RUPANDEHI,Tilottama Municipality,6
5080805,Lumbini,Rupandehi,Tilottama Municipality,5
5080813,Lumbini,RUPANDEHI,Tilottama Municipality,13
5080104,Lumbini,Rupandehi,Devdaha Municipality,4
5080107,Lumbini,Rupandehi,Devdaha Municipality,7
5080111,Lumbini,Rupandehi,Devdaha Municipality,11
5080108,Lumbini,Rupandehi,Devdaha Municipality,8
5080106,Lumbini,Rupandehi,Devdaha Municipality,6
5080109,Lumbini,Rupandehi,Devdaha Municipality,9
5080102,Lumbini,Rupandehi,Devdaha Municipality,2
5080105,Lumbini,Rupandehi,Devdaha Municipality,5
5080103,Lumbini,Rupandehi,Devdaha Municipality,3
5080101,Lumbini,Rupandehi,Devdaha Municipality,1
5080112,Lumbini,Rupandehi,Devdaha Municipality,12
5080110,Lumbini,Rupandehi,Devdaha Municipality,10
5080707,Lumbini,RUPANDEHI,Siyari Rural Municipality,7
5080706,Lumbini,RUPANDEHI,Siyari Rural Municipality,6
5080504,Lumbini,Rupandehi,Gaidahawa Gaunpalika,4
5080505,Lumbini,Rupandehi,Gaidahawa Gaunpalika,5
5080502,Lumbini,Rupandehi,Gaidahawa Gaunpalika,2
5080501,Lumbini,Rupandehi,Gaidahawa Gaunpalika,1
5080503,Lumbini,Rupandehi,Gaidahawa Gaunpalika,3
5080506,Lumbini,Rupandehi,Gaidahawa Gaunpalika,6
5080507,Lumbini,Rupandehi,Gaidahawa Gaunpalika,7
5080509,Lumbini,Rupandehi,Gaidahawa Gaunpalika,9
5080508,Lumbini,Rupandehi,Gaidahawa Gaunpalika,8
5081506,Lumbini,RUPANDEHI,Sammarimai Rural Municipality,6
5081504,Lumbini Province,Rupandehi,Sammarimai Rural Municipality,4
5080401,Lumbini,Rupandehi,KANCHAN RURAL MUNICIPALITY,1
5080402,Lumbini,Rupandehi,KANCHAN RURAL MUNICIPALITY,2
5080405,Lumbini,Rupandehi,KANCHAN RURAL MUNICIPALITY,5
5080403,Lumbini,Rupandehi,KANCHAN RURAL MUNICIPALITY,3
5080404,Lumbini,Rupandehi,KANCHAN RURAL MUNICIPALITY,4
5081001,Lumbini,RUPANDEHI,Rohini Rural Municipality,1
5081405,Lumbini,Rupandehi,Kotahimai Rural municipality,5
5081403,Lumbini,Rupandehi,Kotahimai Rural municipality,3
5081402,Lumbini,Rupandehi,Kotahimai Rural municipality,2
5081406,Lumbini,Rupandehi,Kotahimai Rural municipality,6
5081404,Lumbini,Rupandehi,Kotahimai Rural municipality,4
5081401,Lumbini,Rupandehi,Kotahimai Rural municipality,1
5081407,Lumbini,Rupandehi,Kotahimai Rural municipality,7
5081607,Lumbini,RUPANDEHI,Marchawari Rural Municipality,7
5081606,Lumbini,RUPANDEHI,Marchawari Rural Municipality,6
5081311,Lumbini,Rupandehi,Lumbini Sanskritik Nagarpalika,11
5081304,Lumbini,Rupandehi,Lumbini Sanskritik Nagarpalika,4
5081302,Lumbini,Rupandehi,Lumbini Sanskritik Nagarpalika,2
5081307,Lumbini,Rupandehi,Lumbini Sanskritik Nagarpalika,7
5081303,Lumbini,Rupandehi,Lumbini Sanskritik Nagarpalika,3
5081310,Lumbini,Rupandehi,Lumbini Sanskritik Nagarpalika,10
5081308,Lumbini,Rupandehi,Lumbini Sanskritik Nagarpalika,8
5081306,Lumbini,Rupandehi,Lumbini Sanskritik Nagarpalika,6
5081603,Lumbini,Rupandehi,Marchawari Rural Municipality,3
5081602,Lumbini,Rupandehi,Marchawari Rural Municipality,2
5081601,Lumbini,Rupandehi,Marchawari Rural Municipality,1
5081605,Lumbini,Rupandehi,Marchawari Rural Municipality,5
5081604,Lumbini,Rupandehi,Marchawari Rural Municipality,4
5080904,Lumbini,RUPANDEHI,Omsatiya Rural Municipality,4
5080901,Lumbini,RUPANDEHI,Omsatiya Rural Municipality,1
5080902,Lumbini,RUPANDEHI,Omsatiya Rural Municipality,2
5081205,Lumbini,Rupandehi,Mayadevi Gaunpalika,5
5081206,Lumbini,Rupandehi,Mayadevi Gaunpalika,6
5081201,Lumbini,Rupandehi,Mayadevi Gaunpalika,1
5081208,Lumbini,Rupandehi,Mayadevi Gaunpalika,8
5081207,Lumbini,Rupandehi,Mayadevi Gaunpalika,7
5081202,Lumbini,Rupandehi,Mayadevi Gaunpalika,2
5081204,Lumbini,Rupandehi,Mayadevi Gaunpalika,4
5081203,Lumbini,Rupandehi,Mayadevi Gaunpalika,3
5081507,Lumbini,RUPANDEHI,Sammarimai Rural Municipality,7
5080903,Lumbini,Rupandehi,Omsatiya Gaunpalika,3
5080906,Lumbini,Rupandehi,Omsatiya Gaunpalika,6
5080905,Lumbini,Rupandehi,Omsatiya Gaunpalika,5
5081004,Lumbini,Rupandehi,ROHINI RURAL MUNICIPALITY,4
5081006,Lumbini,Rupandehi,ROHINI RURAL MUNICIPALITY,6
